Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Incarnate Word,Texas A&M-CC;,0,0,0,4,0,Foul on Brandon Pye.
Incarnate Word,Texas A&M-CC;,0,0,0,24,0,Derail Green missed Jumper.
Incarnate Word,Texas A&M-CC;,0,0,0,24,0,Rashawn Thomas Defensive Rebound.
Incarnate Word,Texas A&M-CC;,0,3,0,52,1,Bryce Douvier made Three Point Jumper.
Incarnate Word,Texas A&M-CC;,0,3,1,10,0,Derail Green Turnover.
Incarnate Word,Texas A&M-CC;,0,5,1,35,1,Rashawn Thomas made Layup.
Incarnate Word,Texas A&M-CC;,0,5,1,35,0,Foul on Shawn Johnson.
Incarnate Word,Texas A&M-CC;,0,5,1,35,0,Rashawn Thomas missed Free Throw.
Incarnate Word,Texas A&M-CC;,0,5,1,35,0,Bryce Douvier Offensive Rebound.
Incarnate Word,Texas A&M-CC;,0,7,1,49,1,Jelani Currie made Jumper. Assisted by Rashawn Thomas.
Incarnate Word,Texas A&M-CC;,2,7,2,10,1,Derail Green made Layup.
Incarnate Word,Texas A&M-CC;,2,7,2,21,0,Foul on Kyle Hittle.
Incarnate Word,Texas A&M-CC;,2,9,2,22,1,Hameed Ali made Jumper. Assisted by Brandon Pye.
Incarnate Word,Texas A&M-CC;,2,9,2,36,0,Foul on Hameed Ali.
Incarnate Word,Texas A&M-CC;,5,9,2,41,1,Kyle Hittle made Three Point Jumper. Assisted by Mitchell Badillo.
Incarnate Word,Texas A&M-CC;,5,11,2,55,1,Rashawn Thomas made Layup. Assisted by Bryce Douvier.
Incarnate Word,Texas A&M-CC;,5,11,3,5,0,Kyle Hittle Turnover.
Incarnate Word,Texas A&M-CC;,5,11,3,9,0,Jelani Currie Steal.
Incarnate Word,Texas A&M-CC;,5,11,3,11,0,Hameed Ali Turnover.
Incarnate Word,Texas A&M-CC;,5,11,3,12,0,Sam Burmeister Steal.
Incarnate Word,Texas A&M-CC;,5,11,3,16,0,Mitchell Badillo missed Layup.
Incarnate Word,Texas A&M-CC;,5,11,3,16,0,Kyle Hittle Offensive Rebound.
Incarnate Word,Texas A&M-CC;,5,11,3,20,0,Kyle Hittle missed Layup.
Incarnate Word,Texas A&M-CC;,5,11,3,20,0,Incarnate Word Offensive Rebound.
Incarnate Word,Texas A&M-CC;,7,11,3,29,1,Mitchell Badillo made Jumper.
Incarnate Word,Texas A&M-CC;,7,14,3,40,1,Bryce Douvier made Three Point Jumper. Assisted by Ehab Amin.
Incarnate Word,Texas A&M-CC;,7,14,4,4,0,Sam Burmeister missed Three Point Jumper.
Incarnate Word,Texas A&M-CC;,7,14,4,4,0,Bryce Douvier Defensive Rebound.
Incarnate Word,Texas A&M-CC;,7,17,4,16,1,Ehab Amin made Three Point Jumper. Assisted by Brandon Pye.
Incarnate Word,Texas A&M-CC;,7,17,4,37,0,Shawn Johnson missed Three Point Jumper.
Incarnate Word,Texas A&M-CC;,7,17,4,37,0,Derail Green Offensive Rebound.
Incarnate Word,Texas A&M-CC;,7,17,4,42,0,Foul on Ehab Amin.
Incarnate Word,Texas A&M-CC;,7,17,4,42,0,Official TV Timeout
Incarnate Word,Texas A&M-CC;,7,17,4,53,0,Sam Burmeister missed Layup.
Incarnate Word,Texas A&M-CC;,7,17,4,53,0,Ehab Amin Defensive Rebound.
Incarnate Word,Texas A&M-CC;,7,19,5,0,1,Joe Kilgore made Layup. Assisted by Brandon Pye.
