Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Mississippi State,Texas A&M;,0,0,0,18,0,Shawn Smith missed Three Point Jumper.
Mississippi State,Texas A&M;,0,0,0,18,0,Craig Sword Defensive Rebound.
Mississippi State,Texas A&M;,0,0,0,51,0,Colin Borchert Turnover.
Mississippi State,Texas A&M;,0,2,1,12,1,Kourtney Roberson made Dunk. Assisted by Shawn Smith.
Mississippi State,Texas A&M;,3,2,1,30,1,I.J. Ready made Three Point Jumper. Assisted by Fred Thomas.
Mississippi State,Texas A&M;,3,2,2,3,0,Foul on I.J. Ready.
Mississippi State,Texas A&M;,3,3,2,3,1,Shawn Smith made Free Throw.
Mississippi State,Texas A&M;,3,3,2,3,0,Shawn Smith missed Free Throw.
Mississippi State,Texas A&M;,3,3,2,3,0,Gavin Ware Defensive Rebound.
Mississippi State,Texas A&M;,3,3,2,19,0,Craig Sword missed Jumper.
Mississippi State,Texas A&M;,3,3,2,19,0,Kourtney Roberson Defensive Rebound.
Mississippi State,Texas A&M;,3,6,2,27,1,Jamal Jones made Three Point Jumper. Assisted by Alex Caruso.
Mississippi State,Texas A&M;,3,6,2,54,0,Craig Sword missed Jumper.
Mississippi State,Texas A&M;,3,6,2,54,0,Kourtney Roberson Defensive Rebound.
Mississippi State,Texas A&M;,3,8,3,0,1,Shawn Smith made Jumper. Assisted by Jordan Green.
Mississippi State,Texas A&M;,3,8,3,26,0,Colin Borchert missed Jumper.
Mississippi State,Texas A&M;,3,8,3,26,0,Kourtney Roberson Defensive Rebound.
Mississippi State,Texas A&M;,3,8,3,36,0,Alex Caruso missed Three Point Jumper.
Mississippi State,Texas A&M;,3,8,3,36,0,Gavin Ware Defensive Rebound.
Mississippi State,Texas A&M;,3,8,3,54,0,Gavin Ware missed Layup.
Mississippi State,Texas A&M;,3,8,3,54,0,Jordan Green Defensive Rebound.
Mississippi State,Texas A&M;,3,8,4,6,0,Jamal Jones missed Three Point Jumper.
Mississippi State,Texas A&M;,3,8,4,6,0,Gavin Ware Defensive Rebound.
Mississippi State,Texas A&M;,3,8,4,29,0,Gavin Ware Turnover.
Mississippi State,Texas A&M;,3,8,4,30,0,Official TV Timeout
Mississippi State,Texas A&M;,3,8,4,56,0,Jamal Jones missed Three Point Jumper.
Mississippi State,Texas A&M;,3,8,4,56,0,Jacoby Davis Defensive Rebound.
Mississippi State,Texas A&M;,6,8,5,13,1,Jacoby Davis made Three Point Jumper. Assisted by Fred Thomas.
Mississippi State,Texas A&M;,6,8,5,44,0,Jamal Jones missed Layup.
Mississippi State,Texas A&M;,6,8,5,44,0,Dylan Johns Offensive Rebound.
Mississippi State,Texas A&M;,6,8,5,47,0,Dylan Johns missed Layup.
Mississippi State,Texas A&M;,6,8,5,47,0,Dylan Johns Offensive Rebound.
Mississippi State,Texas A&M;,6,8,5,50,0,Dylan Johns missed Layup.
Mississippi State,Texas A&M;,6,8,5,50,0,Fred Thomas Defensive Rebound.
Mississippi State,Texas A&M;,8,8,6,11,1,Fred Thomas made Jumper.
Mississippi State,Texas A&M;,8,8,6,29,0,Shawn Smith missed Three Point Jumper.
Mississippi State,Texas A&M;,8,8,6,29,0,Trivante Bloodman Defensive Rebound.
Mississippi State,Texas A&M;,11,8,6,48,1,Trivante Bloodman made Three Point Jumper. Assisted by Jacoby Davis.
Mississippi State,Texas A&M;,11,8,7,6,0,Fabyon Harris missed Three Point Jumper.
Mississippi State,Texas A&M;,11,8,7,6,0,Roquez Johnson Defensive Rebound.
Mississippi State,Texas A&M;,11,8,7,19,0,Fred Thomas missed Three Point Jumper.
Mississippi State,Texas A&M;,11,8,7,19,0,Dylan Johns Defensive Rebound.
Mississippi State,Texas A&M;,11,8,7,41,0,Jamal Jones missed Three Point Jumper.
Mississippi State,Texas A&M;,11,8,7,41,0,Roquez Johnson Defensive Rebound.
Mississippi State,Texas A&M;,11,8,7,52,0,Jacoby Davis Turnover.
Mississippi State,Texas A&M;,11,8,7,53,0,Jamal Jones Steal.
Mississippi State,Texas A&M;,11,10,7,59,1,Shawn Smith made Layup.
Mississippi State,Texas A&M;,13,10,8,22,1,Trivante Bloodman made Layup.
Mississippi State,Texas A&M;,13,10,8,52,0,Jamal Jones Turnover.
Mississippi State,Texas A&M;,13,10,8,52,0,Gavin Ware Steal.
Mississippi State,Texas A&M;,13,10,8,52,0,Foul on Dylan Johns.
Mississippi State,Texas A&M;,13,10,8,52,0,Official TV Timeout
Mississippi State,Texas A&M;,13,10,9,6,0,Roquez Johnson missed Layup.
Mississippi State,Texas A&M;,13,10,9,6,0,Jordan Green Defensive Rebound.
Mississippi State,Texas A&M;,13,10,9,15,0,Davonte Fitzgerald missed Jumper.
Mississippi State,Texas A&M;,13,10,9,15,0,Craig Sword Defensive Rebound.
Mississippi State,Texas A&M;,13,10,9,44,0,Colin Borchert missed Three Point Jumper.
Mississippi State,Texas A&M;,13,10,9,44,0,Kourtney Roberson Defensive Rebound.
Mississippi State,Texas A&M;,13,12,10,3,1,Kourtney Roberson made Layup.
Mississippi State,Texas A&M;,13,12,10,25,0,Roquez Johnson missed Layup.
Mississippi State,Texas A&M;,13,12,10,25,0,Alex Caruso Block.
Mississippi State,Texas A&M;,13,12,10,27,0,Jordan Green Defensive Rebound.
Mississippi State,Texas A&M;,13,12,10,30,0,Davonte Fitzgerald missed Layup.
Mississippi State,Texas A&M;,13,12,10,30,0,Craig Sword Block.
Mississippi State,Texas A&M;,13,12,10,36,0,Kourtney Roberson Offensive Rebound.
Mississippi State,Texas A&M;,13,14,10,39,1,Kourtney Roberson made Layup.
Mississippi State,Texas A&M;,13,14,10,52,0,Jacoby Davis Turnover.
Mississippi State,Texas A&M;,13,14,10,55,0,Davonte Fitzgerald Steal.
Mississippi State,Texas A&M;,13,16,10,56,1,Alex Caruso made Dunk. Assisted by Davonte Fitzgerald.
Mississippi State,Texas A&M;,13,16,11,10,0,Craig Sword Turnover.
Mississippi State,Texas A&M;,13,16,11,22,0,Kourtney Roberson missed Layup.
Mississippi State,Texas A&M;,13,16,11,22,0,Gavin Ware Defensive Rebound.
Mississippi State,Texas A&M;,13,16,11,39,0,I.J. Ready Turnover.
Mississippi State,Texas A&M;,13,16,11,41,0,Jordan Green Steal.
Mississippi State,Texas A&M;,13,16,11,45,0,Davonte Fitzgerald missed Jumper.
Mississippi State,Texas A&M;,13,16,11,45,0,I.J. Ready Defensive Rebound.
Mississippi State,Texas A&M;,13,16,11,57,0,Colin Borchert missed Layup.
Mississippi State,Texas A&M;,13,16,11,57,0,Colin Borchert Offensive Rebound.
Mississippi State,Texas A&M;,13,16,12,20,0,Foul on Blake McDonald.
Mississippi State,Texas A&M;,13,16,12,20,0,Official TV Timeout
Mississippi State,Texas A&M;,14,16,12,20,1,Fred Thomas made Free Throw.
Mississippi State,Texas A&M;,15,16,12,20,1,Fred Thomas made Free Throw.
Mississippi State,Texas A&M;,16,16,12,20,1,Fred Thomas made Free Throw.
Mississippi State,Texas A&M;,16,18,12,40,1,Tavario Miller made Layup. Assisted by Jordan Green.
Mississippi State,Texas A&M;,16,18,13,3,0,Colin Borchert missed Jumper.
Mississippi State,Texas A&M;,16,18,13,3,0,Tavario Miller Defensive Rebound.
Mississippi State,Texas A&M;,16,20,13,9,1,Fabyon Harris made Layup. Assisted by Alex Caruso.
Mississippi State,Texas A&M;,16,20,13,37,0,Fred Thomas missed Three Point Jumper.
Mississippi State,Texas A&M;,16,20,13,37,0,Colin Borchert Offensive Rebound.
Mississippi State,Texas A&M;,16,20,13,43,0,Colin Borchert Turnover.
Mississippi State,Texas A&M;,16,20,13,51,0,Foul on Fred Thomas.
Mississippi State,Texas A&M;,16,22,13,52,1,Jordan Green made Layup. Assisted by Alex Caruso.
Mississippi State,Texas A&M;,16,22,14,12,0,Roquez Johnson missed Jumper.
Mississippi State,Texas A&M;,16,22,14,12,0,Roquez Johnson Offensive Rebound.
Mississippi State,Texas A&M;,16,22,14,13,0,Foul on Alex Caruso.
Mississippi State,Texas A&M;,16,22,14,24,0,Craig Sword missed Layup.
Mississippi State,Texas A&M;,16,22,14,24,0,Fabyon Harris Defensive Rebound.
Mississippi State,Texas A&M;,16,22,14,33,0,Fabyon Harris missed Three Point Jumper.
Mississippi State,Texas A&M;,16,22,14,33,0,Fred Thomas Defensive Rebound.
Mississippi State,Texas A&M;,16,22,14,44,0,Foul on Tavario Miller.
Mississippi State,Texas A&M;,16,22,15,0,0,Foul on Jordan Green.
Mississippi State,Texas A&M;,19,22,15,23,1,Craig Sword made Three Point Jumper. Assisted by Fred Thomas.
Mississippi State,Texas A&M;,19,24,15,55,1,Jamal Jones made Jumper.
Mississippi State,Texas A&M;,19,24,16,11,0,Foul on Kourtney Roberson.
Mississippi State,Texas A&M;,19,24,16,11,0,Official TV Timeout
Mississippi State,Texas A&M;,19,24,16,11,0,Craig Sword missed Free Throw.
Mississippi State,Texas A&M;,19,24,16,11,0,Mississippi St Deadball Team Rebound.
Mississippi State,Texas A&M;,20,24,16,11,1,Craig Sword made Free Throw.
Mississippi State,Texas A&M;,20,24,16,33,0,Shawn Smith missed Three Point Jumper.
Mississippi State,Texas A&M;,20,24,16,33,0,Antwan Space Offensive Rebound.
Mississippi State,Texas A&M;,20,24,16,38,0,Foul on Trivante Bloodman.
Mississippi State,Texas A&M;,20,24,16,38,0,Antwan Space missed Free Throw.
Mississippi State,Texas A&M;,20,24,16,38,0,Texas A&M; Deadball Team Rebound.
Mississippi State,Texas A&M;,20,25,16,38,1,Antwan Space made Free Throw.
