Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
CS Northridge,Texas A&M-CC;,0,0,0,12,0,Zane Knowles missed Jumper.
CS Northridge,Texas A&M-CC;,0,0,0,12,0,Johnathan Jordan Offensive Rebound.
CS Northridge,Texas A&M-CC;,0,2,0,17,1,Johnathan Jordan made Layup.
CS Northridge,Texas A&M-CC;,0,2,0,37,0,Landon Drew Turnover.
CS Northridge,Texas A&M-CC;,0,2,0,50,0,Foul on Landon Drew.
CS Northridge,Texas A&M-CC;,0,2,1,20,0,Johnathan Jordan missed Layup.
CS Northridge,Texas A&M-CC;,0,2,1,20,0,Jeff Beverly Offensive Rebound.
CS Northridge,Texas A&M-CC;,0,4,1,24,1,Jeff Beverly made Jumper.
CS Northridge,Texas A&M-CC;,3,4,1,35,1,Tre Hale-Edmerson made Three Point Jumper. Assisted by Stephen Maxwell.
CS Northridge,Texas A&M-CC;,3,4,2,9,0,Brandon Pye missed Jumper.
CS Northridge,Texas A&M-CC;,3,4,2,9,0,Landon Drew Defensive Rebound.
CS Northridge,Texas A&M-CC;,3,4,2,17,0,Foul on Jelani Currie.
CS Northridge,Texas A&M-CC;,4,4,2,17,1,Stephen Maxwell made Free Throw.
CS Northridge,Texas A&M-CC;,4,4,2,17,0,Stephen Maxwell missed Free Throw.
CS Northridge,Texas A&M-CC;,4,4,2,17,0,Zane Knowles Defensive Rebound.
CS Northridge,Texas A&M-CC;,4,6,2,30,1,Jeff Beverly made Layup. Assisted by Johnathan Jordan.
CS Northridge,Texas A&M-CC;,4,6,2,51,0,Landon Drew missed Three Point Jumper.
CS Northridge,Texas A&M-CC;,4,6,2,51,0,Zane Knowles Defensive Rebound.
CS Northridge,Texas A&M-CC;,4,6,3,7,0,Jelani Currie missed Layup.
CS Northridge,Texas A&M-CC;,4,6,3,7,0,Stephan Hicks Defensive Rebound.
CS Northridge,Texas A&M-CC;,4,6,3,9,0,Foul on Zane Knowles.
CS Northridge,Texas A&M-CC;,4,6,3,23,0,Foul on Rashawn Thomas.
CS Northridge,Texas A&M-CC;,6,6,3,33,1,Stephan Hicks made Layup. Assisted by Josh Greene.
CS Northridge,Texas A&M-CC;,6,6,3,41,0,Johnathan Jordan Turnover.
CS Northridge,Texas A&M-CC;,6,6,3,42,0,Stephan Hicks Steal.
CS Northridge,Texas A&M-CC;,8,6,3,49,1,Josh Greene made Jumper.
CS Northridge,Texas A&M-CC;,8,8,4,7,1,Rashawn Thomas made Jumper.
