Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Florida A&M;,Toledo,0,2,0,3,1,Rian Pearson made Layup. Assisted by Nathan Boothe.
Florida A&M;,Toledo,0,2,0,33,0,Reggie Lewis Turnover.
Florida A&M;,Toledo,0,2,0,36,0,Justin Drummond Steal.
Florida A&M;,Toledo,0,2,0,39,0,Julius Brown Turnover.
Florida A&M;,Toledo,0,2,0,39,0,Florida A&M;  Timeout
Florida A&M;,Toledo,3,2,1,4,1,Jamie Adams made Three Point Jumper. Assisted by D'Andre Bullard.
Florida A&M;,Toledo,3,2,1,15,0,J.D. Weatherspoon Turnover.
Florida A&M;,Toledo,3,2,1,17,0,Trey Kellum Steal.
Florida A&M;,Toledo,5,2,1,21,1,Reggie Lewis made Jumper. Assisted by Trey Kellum.
Florida A&M;,Toledo,5,2,1,42,0,Justin Drummond missed Three Point Jumper.
Florida A&M;,Toledo,5,2,1,42,0,J.D. Weatherspoon Offensive Rebound.
Florida A&M;,Toledo,5,2,1,44,0,J.D. Weatherspoon Turnover.
Florida A&M;,Toledo,8,2,2,5,1,Reggie Lewis made Three Point Jumper.
Florida A&M;,Toledo,8,2,2,24,0,Foul on Trey Kellum.
Florida A&M;,Toledo,8,2,2,24,0,J.D. Weatherspoon missed Free Throw.
Florida A&M;,Toledo,8,2,2,24,0,Toledo Deadball Team Rebound.
Florida A&M;,Toledo,8,3,2,24,1,J.D. Weatherspoon made Free Throw.
Florida A&M;,Toledo,8,3,2,39,0,Jamie Adams Turnover.
Florida A&M;,Toledo,8,3,2,41,0,Rian Pearson Steal.
Florida A&M;,Toledo,8,3,2,45,0,Rian Pearson Turnover.
Florida A&M;,Toledo,8,3,2,47,0,D'Andre Bullard Steal.
Florida A&M;,Toledo,8,3,2,52,0,Reggie Lewis missed Three Point Jumper.
Florida A&M;,Toledo,8,3,2,52,0,J.D. Weatherspoon Defensive Rebound.
Florida A&M;,Toledo,8,3,3,1,0,J.D. Weatherspoon Turnover.
Florida A&M;,Toledo,8,3,3,3,0,Trey Kellum Steal.
Florida A&M;,Toledo,10,3,3,7,1,Trey Kellum made Layup. Assisted by Jamie Adams.
Florida A&M;,Toledo,10,3,3,26,0,Nathan Boothe missed Jumper.
Florida A&M;,Toledo,10,3,3,26,0,Toledo Offensive Rebound.
