Away Team,Home Team,Away Score, Home Score,Minute,Second,isScoringPosession,Desc.
Prairie View A&M;,Arkansas-Pine Bluff,2,0,0,14,1,Zachary Hamilton made Layup.
Prairie View A&M;,Arkansas-Pine Bluff,2,0,0,25,0,Deshon Bayless Turnover.
Prairie View A&M;,Arkansas-Pine Bluff,2,0,0,27,0,Ja'Donta Blakley Steal.
Prairie View A&M;,Arkansas-Pine Bluff,2,2,0,53,1,Trent Steen made Layup.
Prairie View A&M;,Arkansas-Pine Bluff,2,2,1,6,0,Shay'rone Jett missed Three Point Jumper.
Prairie View A&M;,Arkansas-Pine Bluff,2,2,1,6,0,Deshon Bayless Defensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,2,2,1,11,0,Deshon Bayless missed Layup.
Prairie View A&M;,Arkansas-Pine Bluff,2,2,1,11,0,Travon Harper Offensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,2,4,1,16,1,Travon Harper made Two Point Tip Shot.
Prairie View A&M;,Arkansas-Pine Bluff,5,4,1,33,1,Troy Thompson made Three Point Jumper. Assisted by Zachary Hamilton.
Prairie View A&M;,Arkansas-Pine Bluff,5,4,2,7,0,Deshon Bayless missed Jumper.
Prairie View A&M;,Arkansas-Pine Bluff,5,4,2,7,0,Ja'Donta Blakley Defensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,7,4,2,19,1,Tevin Bellinger made Layup.
Prairie View A&M;,Arkansas-Pine Bluff,7,4,2,19,0,Foul on Deshon Bayless.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,2,19,1,Ja'Donta Blakley made Free Throw.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,2,19,0,Ja'Donta Blakley missed Free Throw.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,2,19,0,Arkansas-Pine Bluff Defensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,2,38,0,Troy Thompson missed Three Point Jumper.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,2,38,0,Travon Harper Defensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,2,42,0,Foul on Shay'rone Jett.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,3,24,0,Trent Steen missed Free Throw.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,3,24,0,Arkansas-Pine Bluff Deadball Team Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,3,24,0,Trent Steen missed Free Throw.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,3,24,0,Ja'Donta Blakley Defensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,3,46,0,Shay'rone Jett Turnover.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,3,51,0,Foul on Tevin Bellinger.
Prairie View A&M;,Arkansas-Pine Bluff,8,4,4,13,0,Official TV Timeout
Prairie View A&M;,Arkansas-Pine Bluff,8,5,4,13,1,Ghiavonni Robinson made Free Throw.
Prairie View A&M;,Arkansas-Pine Bluff,8,6,4,13,1,Ghiavonni Robinson made Free Throw.
Prairie View A&M;,Arkansas-Pine Bluff,8,6,4,35,0,Tevin Bellinger missed Three Point Jumper.
Prairie View A&M;,Arkansas-Pine Bluff,8,6,4,35,0,Trent Steen Defensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,8,8,4,58,1,Travon Harper made Layup.
Prairie View A&M;,Arkansas-Pine Bluff,10,8,5,20,1,Zachary Hamilton made Layup. Assisted by Ja'Donta Blakley.
Prairie View A&M;,Arkansas-Pine Bluff,10,8,5,43,0,Ghiavonni Robinson missed Layup.
Prairie View A&M;,Arkansas-Pine Bluff,10,8,5,43,0,Shay'rone Jett Defensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,10,8,5,54,0,Shay'rone Jett missed Three Point Jumper.
Prairie View A&M;,Arkansas-Pine Bluff,10,8,5,54,0,Joe'Randle Toliver Defensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,10,8,6,2,0,Ghiavonni Robinson missed Three Point Jumper.
Prairie View A&M;,Arkansas-Pine Bluff,10,8,6,2,0,Ja'Donta Blakley Defensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,13,8,6,21,1,Troy Thompson made Three Point Jumper. Assisted by Ja'Donta Blakley.
Prairie View A&M;,Arkansas-Pine Bluff,13,8,6,33,0,Travon Harper missed Jumper.
Prairie View A&M;,Arkansas-Pine Bluff,13,8,6,33,0,Tevin Bellinger Defensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,13,8,7,1,0,Troy Thompson missed Three Point Jumper.
Prairie View A&M;,Arkansas-Pine Bluff,13,8,7,1,0,Travon Harper Defensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,13,8,7,10,0,Joe'Randle Toliver Turnover.
Prairie View A&M;,Arkansas-Pine Bluff,13,8,7,21,0,Jordan Giddings Turnover.
Prairie View A&M;,Arkansas-Pine Bluff,13,8,7,24,0,Artavious McDyess Steal.
Prairie View A&M;,Arkansas-Pine Bluff,13,8,7,27,0,Kennedy McKinney Turnover.
Prairie View A&M;,Arkansas-Pine Bluff,13,8,7,36,0,Tevin Bellinger missed Three Point Jumper.
Prairie View A&M;,Arkansas-Pine Bluff,13,8,7,36,0,Arkansas-Pine Bluff Defensive Rebound.
Prairie View A&M;,Arkansas-Pine Bluff,13,11,7,58,1,Charles Jackson made Three Point Jumper. Assisted by Jaquan Lynch.
Prairie View A&M;,Arkansas-Pine Bluff,13,11,8,13,0,Tevin Bellinger Turnover.
Prairie View A&M;,Arkansas-Pine Bluff,13,11,8,16,0,Official TV Timeout
Prairie View A&M;,Arkansas-Pine Bluff,13,11,8,32,0,Troy Thompson Steal.
Prairie View A&M;,Arkansas-Pine Bluff,13,11,8,35,0,Kennedy McKinney Turnover.
Prairie View A&M;,Arkansas-Pine Bluff,15,11,8,39,1,Troy Thompson made Layup.
Prairie View A&M;,Arkansas-Pine Bluff,15,11,8,51,0,Foul on Troy Thompson.
Prairie View A&M;,Arkansas-Pine Bluff,15,11,9,6,0,Jaquan Lynch missed Three Point Jumper.
