Away Team,Home Team,Away Score, Home Score,Minute,Second,isScoringPosession,Desc.
North Carolina A&T;,Kennesaw State,0,0,0,27,0,Raymon Pratt missed Three Point Jumper.
North Carolina A&T;,Kennesaw State,0,0,0,27,0,Davaris McGowens Offensive Rebound.
North Carolina A&T;,Kennesaw State,0,0,0,47,0,Raymon Pratt missed Jumper.
North Carolina A&T;,Kennesaw State,0,0,0,47,0,Davaris McGowens Offensive Rebound.
North Carolina A&T;,Kennesaw State,0,0,0,51,0,Foul on Nick Masterson.
North Carolina A&T;,Kennesaw State,2,0,0,55,1,Aaron Scales made Layup.
North Carolina A&T;,Kennesaw State,2,0,1,20,0,Nick Masterson missed Three Point Jumper.
North Carolina A&T;,Kennesaw State,2,0,1,20,0,James Whitaker Defensive Rebound.
North Carolina A&T;,Kennesaw State,4,0,1,41,1,Eliel Gonzalez made Jumper.
North Carolina A&T;,Kennesaw State,4,0,1,59,0,Kendrick Ray missed Jumper.
North Carolina A&T;,Kennesaw State,4,0,1,59,0,Eliel Gonzalez Defensive Rebound.
North Carolina A&T;,Kennesaw State,6,0,2,7,1,Aaron Scales made Layup. Assisted by Eliel Gonzalez.
North Carolina A&T;,Kennesaw State,6,3,2,16,1,Kendrick Ray made Three Point Jumper.
North Carolina A&T;,Kennesaw State,6,3,2,39,0,Davaris McGowens missed Layup.
North Carolina A&T;,Kennesaw State,6,3,2,39,0,Jordan Jones Defensive Rebound.
North Carolina A&T;,Kennesaw State,6,3,2,45,0,Nick Masterson missed Three Point Jumper.
North Carolina A&T;,Kennesaw State,6,3,2,45,0,Jordan Jones Offensive Rebound.
North Carolina A&T;,Kennesaw State,6,3,2,50,0,Jordan Jones missed Layup.
North Carolina A&T;,Kennesaw State,6,3,2,50,0,Aaron Scales Defensive Rebound.
North Carolina A&T;,Kennesaw State,6,3,3,3,0,Eliel Gonzalez Turnover.
North Carolina A&T;,Kennesaw State,6,3,3,21,0,Jordan Jones missed Jumper.
North Carolina A&T;,Kennesaw State,6,3,3,21,0,Raymon Pratt Defensive Rebound.
North Carolina A&T;,Kennesaw State,6,3,3,41,0,Davaris McGowens missed Jumper.
North Carolina A&T;,Kennesaw State,6,3,3,41,0,Jordan Jones Defensive Rebound.
North Carolina A&T;,Kennesaw State,6,3,3,51,0,Jordan Jones Turnover.
North Carolina A&T;,Kennesaw State,6,3,4,14,0,Eliel Gonzalez missed Jumper.
North Carolina A&T;,Kennesaw State,6,3,4,14,0,Aubrey Williams Defensive Rebound.
North Carolina A&T;,Kennesaw State,6,5,4,24,1,Jordan Jones made Layup. Assisted by Kyle Clarke.
North Carolina A&T;,Kennesaw State,6,5,4,36,0,Aaron Scales Turnover.
North Carolina A&T;,Kennesaw State,6,5,4,36,0,Kennesaw St  Timeout
North Carolina A&T;,Kennesaw State,6,5,4,49,0,Kendrick Ray missed Three Point Jumper.
North Carolina A&T;,Kennesaw State,6,5,4,49,0,Aubrey Williams Offensive Rebound.
North Carolina A&T;,Kennesaw State,6,5,5,14,0,Nick Masterson missed Layup.
North Carolina A&T;,Kennesaw State,6,5,5,14,0,Davaris McGowens Defensive Rebound.
North Carolina A&T;,Kennesaw State,6,5,5,30,0,Raymon Pratt Turnover.
North Carolina A&T;,Kennesaw State,6,5,5,48,0,Nick Masterson missed Three Point Jumper.
North Carolina A&T;,Kennesaw State,6,5,5,48,0,Aaron Scales Defensive Rebound.
North Carolina A&T;,Kennesaw State,6,5,5,57,0,Austin Williams missed Layup.
North Carolina A&T;,Kennesaw State,6,5,5,57,0,Davaris McGowens Offensive Rebound.
North Carolina A&T;,Kennesaw State,6,5,6,0,0,Foul on Aubrey Williams.
North Carolina A&T;,Kennesaw State,6,5,6,10,0,Nick Reese Turnover.
North Carolina A&T;,Kennesaw State,6,5,6,10,0,Foul on Nick Reese.
North Carolina A&T;,Kennesaw State,6,5,6,18,0,Kendrick Ray missed Jumper.
