Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Texas A&M-CC;,McNeese,0,0,0,13,0,Foul on Tevin Jackson.
Texas A&M-CC;,McNeese,1,0,0,13,1,Rashawn Thomas made Free Throw.
Texas A&M-CC;,McNeese,2,0,0,13,1,Rashawn Thomas made Free Throw.
Texas A&M-CC;,McNeese,2,0,0,29,0,Jarren Greenwood missed Jumper.
Texas A&M-CC;,McNeese,2,0,0,29,0,Tevin Jackson Offensive Rebound.
Texas A&M-CC;,McNeese,2,2,0,34,1,Tevin Jackson made Jumper.
Texas A&M-CC;,McNeese,2,2,0,59,0,Jelani Currie missed Layup.
Texas A&M-CC;,McNeese,2,2,0,59,0,Lance Potier Defensive Rebound.
Texas A&M-CC;,McNeese,2,4,1,13,1,Craig McFerrin made Layup. Assisted by Tevin Jackson.
Texas A&M-CC;,McNeese,2,4,1,27,0,Rashawn Thomas missed Jumper.
Texas A&M-CC;,McNeese,2,4,1,27,0,Jarren Greenwood Defensive Rebound.
Texas A&M-CC;,McNeese,2,4,1,37,0,Craig McFerrin Turnover.
Texas A&M-CC;,McNeese,2,4,1,38,0,Hameed Ali Steal.
Texas A&M-CC;,McNeese,2,4,1,44,0,Jelani Currie missed Layup.
Texas A&M-CC;,McNeese,2,4,1,44,0,Lance Potier Block.
Texas A&M-CC;,McNeese,2,4,1,46,0,Lance Potier Defensive Rebound.
Texas A&M-CC;,McNeese,2,4,1,53,0,Foul on Bryce Douvier.
Texas A&M-CC;,McNeese,2,4,1,53,0,Jamaya Burr missed Free Throw.
Texas A&M-CC;,McNeese,2,4,1,53,0,McNeese St Deadball Team Rebound.
Texas A&M-CC;,McNeese,2,5,1,53,1,Jamaya Burr made Free Throw.
Texas A&M-CC;,McNeese,2,6,1,53,1,Jamaya Burr made Free Throw.
Texas A&M-CC;,McNeese,2,6,2,12,0,Brandon Pye missed Three Point Jumper.
Texas A&M-CC;,McNeese,2,6,2,12,0,Rashawn Thomas Offensive Rebound.
Texas A&M-CC;,McNeese,4,6,2,17,1,Rashawn Thomas made Two Point Tip Shot.
Texas A&M-CC;,McNeese,4,6,2,27,0,Lance Potier missed Three Point Jumper.
Texas A&M-CC;,McNeese,4,6,2,27,0,Hameed Ali Defensive Rebound.
Texas A&M-CC;,McNeese,4,6,2,35,0,Bryce Douvier missed Three Point Jumper.
Texas A&M-CC;,McNeese,4,6,2,35,0,Tevin Jackson Defensive Rebound.
Texas A&M-CC;,McNeese,4,6,2,37,0,Foul on Craig McFerrin.
Texas A&M-CC;,McNeese,4,6,2,37,0,Craig McFerrin Turnover.
Texas A&M-CC;,McNeese,4,6,2,38,0,Rashawn Thomas missed Jumper.
Texas A&M-CC;,McNeese,4,6,2,38,0,Lance Potier Defensive Rebound.
Texas A&M-CC;,McNeese,4,8,3,4,1,Craig McFerrin made Layup. Assisted by Tevin Jackson.
Texas A&M-CC;,McNeese,4,8,3,12,0,Foul on Craig McFerrin.
Texas A&M-CC;,McNeese,6,8,3,14,1,Joe Kilgore made Layup. Assisted by Brandon Pye.
Texas A&M-CC;,McNeese,6,11,3,38,1,Tevin Jackson made Three Point Jumper. Assisted by Jamaya Burr.
Texas A&M-CC;,McNeese,6,11,4,1,0,Rashawn Thomas Turnover.
Texas A&M-CC;,McNeese,6,11,4,1,0,Foul on Rashawn Thomas.
Texas A&M-CC;,McNeese,6,11,4,9,0,Foul on Rashawn Thomas.
Texas A&M-CC;,McNeese,6,11,4,9,0,Official TV Timeout
Texas A&M-CC;,McNeese,6,12,4,9,1,Jamaya Burr made Free Throw.
Texas A&M-CC;,McNeese,6,13,4,9,1,Jamaya Burr made Free Throw.
Texas A&M-CC;,McNeese,6,13,4,19,0,Foul on Jarren Greenwood.
Texas A&M-CC;,McNeese,6,13,4,32,0,Jelani Currie missed Layup.
Texas A&M-CC;,McNeese,6,13,4,32,0,Dale Francis Offensive Rebound.
Texas A&M-CC;,McNeese,8,13,4,35,1,Dale Francis made Two Point Tip Shot.
Texas A&M-CC;,McNeese,8,13,4,53,0,Jarren Greenwood Turnover.
Texas A&M-CC;,McNeese,10,13,5,12,1,Ehab Amin made Layup.
Texas A&M-CC;,McNeese,10,13,5,41,0,Lance Potier missed Three Point Jumper.
Texas A&M-CC;,McNeese,10,13,5,41,0,Jarren Greenwood Offensive Rebound.
Texas A&M-CC;,McNeese,10,15,5,45,1,Jarren Greenwood made Jumper.
Texas A&M-CC;,McNeese,10,15,6,0,0,Ehab Amin Turnover.
Texas A&M-CC;,McNeese,10,15,6,13,0,Lance Potier Turnover.
Texas A&M-CC;,McNeese,12,15,6,23,1,Hameed Ali made Jumper.
