Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Grambling,Alabama A&M;,0,0,0,35,0,Nicholas West Turnover.
Grambling,Alabama A&M;,0,0,0,37,0,Antwan Scott Turnover.
Grambling,Alabama A&M;,0,3,0,46,1,Brandon Ellis made Three Point Jumper. Assisted by Jeremy Crutcher.
Grambling,Alabama A&M;,0,3,0,59,0,Terry Rose missed Three Point Jumper.
Grambling,Alabama A&M;,0,3,0,59,0,Steven Danridge Offensive Rebound.
Grambling,Alabama A&M;,0,3,1,27,0,Terry Rose missed Three Point Jumper.
Grambling,Alabama A&M;,0,3,1,27,0,Jeremy Crutcher Defensive Rebound.
Grambling,Alabama A&M;,0,3,1,31,0,Foul on Terry Rose.
Grambling,Alabama A&M;,0,5,1,31,1,Justan Banks made Dunk. Assisted by Jeremy Crutcher.
Grambling,Alabama A&M;,0,5,1,31,0,Antwan Scott missed Three Point Jumper.
Grambling,Alabama A&M;,0,5,1,31,0,Terry Rose Offensive Rebound.
Grambling,Alabama A&M;,0,5,1,31,0,Chandler Thomas missed Jumper.
Grambling,Alabama A&M;,0,5,1,31,0,Steven Danridge Offensive Rebound.
Grambling,Alabama A&M;,0,5,1,33,0,Terry Rose missed Layup.
Grambling,Alabama A&M;,0,5,1,33,0,Arthur Capers Defensive Rebound.
Grambling,Alabama A&M;,0,5,2,41,0,Foul on Antwan Scott.
Grambling,Alabama A&M;,0,7,2,44,1,Brandon Ellis made Dunk. Assisted by Justan Banks.
Grambling,Alabama A&M;,0,7,2,55,0,Chandler Thomas missed Jumper.
Grambling,Alabama A&M;,0,7,2,55,0,Justan Banks Defensive Rebound.
Grambling,Alabama A&M;,0,7,3,6,0,Jeremy Crutcher missed Three Point Jumper.
Grambling,Alabama A&M;,0,7,3,6,0,Arthur Capers Offensive Rebound.
Grambling,Alabama A&M;,0,9,3,10,1,Arthur Capers made Layup.
Grambling,Alabama A&M;,0,9,3,13,0,Official TV Timeout
Grambling,Alabama A&M;,0,9,3,31,0,A'Torri Shine missed Jumper.
Grambling,Alabama A&M;,0,9,3,31,0,Justan Banks Defensive Rebound.
Grambling,Alabama A&M;,0,9,3,36,0,Foul on Steven Danridge.
Grambling,Alabama A&M;,0,9,4,0,0,Nicholas West missed Jumper.
Grambling,Alabama A&M;,0,9,4,0,0,Grambling St Defensive Rebound.
Grambling,Alabama A&M;,0,9,4,2,0,Foul on Nicholas West.
Grambling,Alabama A&M;,0,9,4,2,0,Official TV Timeout
Grambling,Alabama A&M;,2,9,4,32,1,Steven Danridge made Jumper.
Grambling,Alabama A&M;,2,9,4,39,0,Brandon Ellis missed Jumper.
