Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Texas A&M;,Alabama,0,0,0,0,0,Jump Ball won by Alabama
Texas A&M;,Alabama,0,2,0,15,1,Michael Kessens made Jumper. Assisted by Rodney Cooper.
Texas A&M;,Alabama,0,2,0,40,0,Antwan Space Turnover.
Texas A&M;,Alabama,0,2,0,55,0,Levi Randolph missed Layup.
Texas A&M;,Alabama,0,2,0,55,0,Kourtney Roberson Defensive Rebound.
Texas A&M;,Alabama,0,2,1,6,0,Jordan Green Turnover.
Texas A&M;,Alabama,0,2,1,17,0,Jimmie Taylor Turnover.
Texas A&M;,Alabama,0,2,1,17,0,Alex Caruso Steal.
Texas A&M;,Alabama,2,2,1,37,1,Kourtney Roberson made Layup.
Texas A&M;,Alabama,2,2,2,8,0,Foul on Danuel House.
Texas A&M;,Alabama,2,2,2,20,0,Rodney Cooper missed Three Point Jumper.
Texas A&M;,Alabama,2,2,2,20,0,Antwan Space Defensive Rebound.
Texas A&M;,Alabama,2,2,2,59,0,Danuel House Turnover.
Texas A&M;,Alabama,2,2,3,28,0,Ricky Tarrant missed Three Point Jumper.
Texas A&M;,Alabama,2,2,3,28,0,Texas A&M; Defensive Rebound.
Texas A&M;,Alabama,2,2,3,34,0,Danuel House missed Three Point Jumper.
Texas A&M;,Alabama,2,2,3,34,0,Michael Kessens Defensive Rebound.
Texas A&M;,Alabama,2,2,3,57,0,Foul on Danuel House.
Texas A&M;,Alabama,2,3,3,57,1,Levi Randolph made Free Throw.
Texas A&M;,Alabama,2,4,3,57,1,Levi Randolph made Free Throw.
Texas A&M;,Alabama,4,4,4,9,1,Kourtney Roberson made Layup. Assisted by Alex Caruso.
Texas A&M;,Alabama,4,6,4,34,1,Michael Kessens made Jumper.
Texas A&M;,Alabama,4,6,4,54,0,Alex Caruso Turnover.
Texas A&M;,Alabama,4,6,4,54,0,Ricky Tarrant Steal.
Texas A&M;,Alabama,4,6,4,58,0,Foul on Alex Caruso.
Texas A&M;,Alabama,4,6,4,58,0,Official TV Timeout
Texas A&M;,Alabama,4,7,4,58,1,Ricky Tarrant made Free Throw.
Texas A&M;,Alabama,4,8,4,58,1,Ricky Tarrant made Free Throw.
Texas A&M;,Alabama,4,8,5,19,0,Davonte Fitzgerald missed Jumper.
Texas A&M;,Alabama,4,8,5,19,0,Ricky Tarrant Defensive Rebound.
Texas A&M;,Alabama,4,11,5,44,1,Rodney Cooper made Three Point Jumper. Assisted by Michael Kessens.
Texas A&M;,Alabama,4,11,6,14,0,Jordan Green missed Three Point Jumper.
Texas A&M;,Alabama,4,11,6,14,0,Rodney Cooper Defensive Rebound.
Texas A&M;,Alabama,4,11,6,27,0,Ricky Tarrant Turnover.
Texas A&M;,Alabama,4,11,6,42,0,Davonte Fitzgerald missed Three Point Jumper.
Texas A&M;,Alabama,4,11,6,42,0,Michael Kessens Defensive Rebound.
Texas A&M;,Alabama,4,11,7,0,0,Shannon Hale missed Three Point Jumper.
Texas A&M;,Alabama,4,11,7,0,0,Davonte Fitzgerald Defensive Rebound.
Texas A&M;,Alabama,4,11,7,10,0,Antwan Space missed Layup.
Texas A&M;,Alabama,4,11,7,10,0,Tavario Miller Offensive Rebound.
Texas A&M;,Alabama,7,11,7,18,1,Antwan Space made Three Point Jumper. Assisted by Peyton Allen.
Texas A&M;,Alabama,7,11,7,42,0,Shannon Hale missed Three Point Jumper.
Texas A&M;,Alabama,7,11,7,42,0,Alex Robinson Defensive Rebound.
Texas A&M;,Alabama,7,11,7,51,0,Antwan Space missed Three Point Jumper.
Texas A&M;,Alabama,7,11,7,51,0,Levi Randolph Defensive Rebound.
Texas A&M;,Alabama,7,11,7,58,0,Justin Coleman missed Three Point Jumper.
Texas A&M;,Alabama,7,11,7,58,0,Alex Robinson Defensive Rebound.
Texas A&M;,Alabama,7,11,8,8,0,Alex Robinson missed Layup.
Texas A&M;,Alabama,7,11,8,8,0,Justin Coleman Defensive Rebound.
Texas A&M;,Alabama,7,11,8,33,0,Foul on Tavario Miller.
Texas A&M;,Alabama,7,11,8,33,0,Official TV Timeout
Texas A&M;,Alabama,7,11,8,33,0,Shannon Hale missed Three Point Jumper.
Texas A&M;,Alabama,7,11,8,33,0,Tavario Miller Defensive Rebound.
Texas A&M;,Alabama,10,11,9,3,1,Peyton Allen made Three Point Jumper. Assisted by Alex Robinson.
Texas A&M;,Alabama,10,14,9,29,1,Riley Norris made Three Point Jumper. Assisted by Retin Obasohan.
Texas A&M;,Alabama,10,14,9,39,0,Davonte Fitzgerald missed Jumper.
Texas A&M;,Alabama,10,14,9,39,0,Tavario Miller Offensive Rebound.
Texas A&M;,Alabama,10,14,9,43,0,Foul on Riley Norris.
Texas A&M;,Alabama,10,14,9,55,0,Peyton Allen missed Three Point Jumper.
Texas A&M;,Alabama,10,14,9,55,0,Kourtney Roberson Offensive Rebound.
Texas A&M;,Alabama,10,14,10,23,0,Tavario Miller Turnover.
Texas A&M;,Alabama,10,14,10,23,0,Riley Norris Steal.
Texas A&M;,Alabama,10,16,10,28,1,Retin Obasohan made Layup. Assisted by Riley Norris.
Texas A&M;,Alabama,10,16,10,48,0,Alex Robinson missed Three Point Jumper.
Texas A&M;,Alabama,10,16,10,48,0,Tavario Miller Offensive Rebound.
Texas A&M;,Alabama,10,16,10,54,0,Foul on Riley Norris.
Texas A&M;,Alabama,10,16,11,3,0,Alex Robinson Turnover.
Texas A&M;,Alabama,10,16,11,32,0,Foul on Tavario Miller.
Texas A&M;,Alabama,10,17,11,32,1,Shannon Hale made Free Throw.
Texas A&M;,Alabama,10,18,11,32,1,Shannon Hale made Free Throw.
Texas A&M;,Alabama,10,18,11,57,0,Peyton Allen missed Three Point Jumper.
Texas A&M;,Alabama,10,18,11,57,0,Antwan Space Offensive Rebound.
Texas A&M;,Alabama,10,18,11,58,0,Foul on Justin Coleman.
Texas A&M;,Alabama,10,18,12,4,0,Kourtney Roberson missed Dunk.
Texas A&M;,Alabama,10,18,12,4,0,Michael Kessens Block.
Texas A&M;,Alabama,10,18,12,4,0,Rodney Cooper Defensive Rebound.
Texas A&M;,Alabama,10,18,12,28,0,Official TV Timeout
Texas A&M;,Alabama,10,18,12,40,0,Rodney Cooper missed Three Point Jumper.
Texas A&M;,Alabama,10,18,12,40,0,Michael Kessens Offensive Rebound.
Texas A&M;,Alabama,10,21,12,55,1,Ricky Tarrant made Three Point Jumper. Assisted by Levi Randolph.
Texas A&M;,Alabama,10,21,13,28,0,Alex Caruso missed Jumper.
Texas A&M;,Alabama,10,21,13,28,0,Rodney Cooper Defensive Rebound.
Texas A&M;,Alabama,10,21,13,38,0,Michael Kessens missed Three Point Jumper.
Texas A&M;,Alabama,10,21,13,38,0,Kourtney Roberson Defensive Rebound.
Texas A&M;,Alabama,12,21,13,46,1,Antwan Space made Layup. Assisted by Alex Caruso.
Texas A&M;,Alabama,12,21,13,58,0,Foul on Jordan Green.
Texas A&M;,Alabama,12,21,14,2,0,Ricky Tarrant missed Three Point Jumper.
Texas A&M;,Alabama,12,21,14,2,0,Tavario Miller Defensive Rebound.
Texas A&M;,Alabama,12,21,14,20,0,Jordan Green missed Three Point Jumper.
Texas A&M;,Alabama,12,21,14,20,0,Rodney Cooper Defensive Rebound.
Texas A&M;,Alabama,12,21,14,49,0,Ricky Tarrant missed Three Point Jumper.
Texas A&M;,Alabama,12,21,14,49,0,Rodney Cooper Offensive Rebound.
Texas A&M;,Alabama,12,23,14,55,1,Rodney Cooper made Jumper.
Texas A&M;,Alabama,12,23,15,25,0,Kourtney Roberson missed Jumper.
Texas A&M;,Alabama,12,23,15,25,0,Rodney Cooper Defensive Rebound.
