Away Team,Home Team,Away Score, Home Score,Minute,Second,isScoringPosession,Desc.
Prairie View A&M;,Houston,0,2,0,14,1,Devin Davis made Jumper.
Prairie View A&M;,Houston,3,2,0,43,1,Zachary Hamilton made Three Point Jumper. Assisted by Shaquille Preston.
Prairie View A&M;,Houston,3,2,0,58,0,Damyean Dotson missed Layup.
Prairie View A&M;,Houston,3,2,0,58,0,Kyle Meyer Offensive Rebound.
Prairie View A&M;,Houston,3,4,1,1,1,Kyle Meyer made Layup.
Prairie View A&M;,Houston,3,4,1,18,0,Zachary Hamilton missed Layup.
Prairie View A&M;,Houston,3,4,1,18,0,Galen Robinson Jr. Defensive Rebound.
Prairie View A&M;,Houston,3,4,1,24,0,Foul on Damyean Dotson.
Prairie View A&M;,Houston,3,4,1,24,0,Damyean Dotson Turnover.
Prairie View A&M;,Houston,6,4,1,37,1,Shaquille Preston made Three Point Jumper. Assisted by Ja'Donta Blakley.
Prairie View A&M;,Houston,6,4,2,0,0,Foul on Ja'Donta Blakley.
Prairie View A&M;,Houston,6,4,2,0,0,Devin Davis missed Free Throw.
Prairie View A&M;,Houston,6,4,2,0,0,Houston Deadball Team Rebound.
Prairie View A&M;,Houston,6,5,2,0,1,Devin Davis made Free Throw.
Prairie View A&M;,Houston,6,5,2,21,0,Zachary Hamilton missed Three Point Jumper.
Prairie View A&M;,Houston,6,5,2,21,0,Houston Defensive Rebound.
Prairie View A&M;,Houston,6,5,2,35,0,Wes VanBeck missed Layup.
Prairie View A&M;,Houston,6,5,2,35,0,Kyle Meyer Offensive Rebound.
Prairie View A&M;,Houston,6,5,2,36,0,Foul on JD Wallace.
Prairie View A&M;,Houston,6,6,2,36,1,Kyle Meyer made Free Throw.
Prairie View A&M;,Houston,6,6,2,36,0,Kyle Meyer missed Free Throw.
Prairie View A&M;,Houston,6,6,2,36,0,Shaquille Preston Defensive Rebound.
Prairie View A&M;,Houston,6,6,2,52,0,Shaquille Preston missed Jumper.
Prairie View A&M;,Houston,6,6,2,52,0,Devin Davis Defensive Rebound.
Prairie View A&M;,Houston,6,8,2,57,1,Rob Gray Jr. made Jumper.
Prairie View A&M;,Houston,6,8,3,21,0,Zachary Hamilton missed Jumper.
Prairie View A&M;,Houston,6,8,3,21,0,Damyean Dotson Defensive Rebound.
Prairie View A&M;,Houston,6,11,3,30,1,Damyean Dotson made Three Point Jumper. Assisted by Rob Gray Jr..
Prairie View A&M;,Houston,6,11,4,3,0,Daquan Cook Turnover.
Prairie View A&M;,Houston,6,11,4,4,0,Rob Gray Jr. Steal.
Prairie View A&M;,Houston,6,13,4,12,1,Rob Gray Jr. made Layup.
Prairie View A&M;,Houston,6,13,4,20,0,Foul on Rob Gray Jr..
Prairie View A&M;,Houston,6,13,4,20,0,Official TV Timeout
Prairie View A&M;,Houston,6,13,4,20,0,Ja'Donta Blakley missed Free Throw.
Prairie View A&M;,Houston,6,13,4,20,0,Prairie View Deadball Team Rebound.
Prairie View A&M;,Houston,7,13,4,20,1,Ja'Donta Blakley made Free Throw.
Prairie View A&M;,Houston,7,16,4,33,1,Armoni Brooks made Three Point Jumper. Assisted by Rob Gray Jr..
Prairie View A&M;,Houston,7,16,4,53,0,Zachary Hamilton missed Layup.
Prairie View A&M;,Houston,7,16,4,53,0,Kyle Meyer Defensive Rebound.
Prairie View A&M;,Houston,7,19,5,2,1,Rob Gray Jr. made Three Point Jumper. Assisted by Wes VanBeck.
Prairie View A&M;,Houston,7,19,5,27,0,JD Wallace missed Jumper.
Prairie View A&M;,Houston,7,19,5,27,0,Rob Gray Jr. Defensive Rebound.
Prairie View A&M;,Houston,7,19,5,34,0,Foul on Zachary Hamilton.
Prairie View A&M;,Houston,7,20,5,34,1,Rob Gray Jr. made Free Throw.
Prairie View A&M;,Houston,7,21,5,34,1,Rob Gray Jr. made Free Throw.
Prairie View A&M;,Houston,7,21,5,50,0,Foul on Bertrand Nkali.
Prairie View A&M;,Houston,7,21,6,12,0,Tevin Bellinger missed Jumper.
Prairie View A&M;,Houston,7,21,6,12,0,Danrad Knowles Block.
Prairie View A&M;,Houston,7,21,6,13,0,Danrad Knowles Defensive Rebound.
Prairie View A&M;,Houston,7,21,6,27,0,Foul on Shay'rone Jett.
Prairie View A&M;,Houston,7,24,6,43,1,Armoni Brooks made Three Point Jumper. Assisted by Galen Robinson Jr..
Prairie View A&M;,Houston,7,24,7,5,0,L.J. Westbrook missed Layup.
Prairie View A&M;,Houston,7,24,7,5,0,Bertrand Nkali Block.
Prairie View A&M;,Houston,7,24,7,7,0,Bertrand Nkali Defensive Rebound.
Prairie View A&M;,Houston,7,24,7,22,0,Wes VanBeck missed Layup.
Prairie View A&M;,Houston,7,24,7,22,0,L.J. Westbrook Defensive Rebound.
Prairie View A&M;,Houston,7,24,7,27,0,Foul on Danrad Knowles.
Prairie View A&M;,Houston,8,24,7,27,1,L.J. Westbrook made Free Throw.
Prairie View A&M;,Houston,8,24,7,27,0,L.J. Westbrook missed Free Throw.
Prairie View A&M;,Houston,8,24,7,27,0,Damyean Dotson Defensive Rebound.
Prairie View A&M;,Houston,8,24,7,33,0,Galen Robinson Jr. Turnover.
Prairie View A&M;,Houston,8,24,7,34,0,Lavonne Davis Steal.
