Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Texas A&M-CC;,Houston Baptist,0,0,0,13,0,Rashawn Thomas missed Jumper.
Texas A&M-CC;,Houston Baptist,0,0,0,13,0,Josh Ibarra Defensive Rebound.
Texas A&M-CC;,Houston Baptist,0,2,0,30,1,Josh Ibarra made Jumper. Assisted by Anthony Odunsi.
Texas A&M-CC;,Houston Baptist,2,2,1,4,1,Bryce Douvier made Layup. Assisted by Rashawn Thomas.
Texas A&M-CC;,Houston Baptist,2,2,1,22,0,Caleb Crayton missed Jumper.
Texas A&M-CC;,Houston Baptist,2,2,1,22,0,Bryce Douvier Defensive Rebound.
Texas A&M-CC;,Houston Baptist,2,2,1,40,0,Bryce Douvier Turnover.
Texas A&M-CC;,Houston Baptist,2,2,1,51,0,Jourdan Stickler missed Jumper.
Texas A&M-CC;,Houston Baptist,2,2,1,51,0,Jourdan Stickler Offensive Rebound.
Texas A&M-CC;,Houston Baptist,2,4,2,1,1,Anthony Odunsi made Layup.
Texas A&M-CC;,Houston Baptist,2,4,2,27,0,Rashawn Thomas missed Jumper.
Texas A&M-CC;,Houston Baptist,2,4,2,27,0,Caleb Crayton Defensive Rebound.
Texas A&M-CC;,Houston Baptist,2,4,2,58,0,Caleb Crayton missed Three Point Jumper.
Texas A&M-CC;,Houston Baptist,2,4,2,58,0,John Jordan Defensive Rebound.
Texas A&M-CC;,Houston Baptist,2,4,3,4,0,John Jordan missed Layup.
Texas A&M-CC;,Houston Baptist,2,4,3,4,0,Rashawn Thomas Offensive Rebound.
Texas A&M-CC;,Houston Baptist,4,4,3,7,1,Rashawn Thomas made Layup.
Texas A&M-CC;,Houston Baptist,4,4,3,19,0,Foul on Rashawn Thomas.
Texas A&M-CC;,Houston Baptist,4,6,3,50,1,Anthony Odunsi made Layup.
Texas A&M-CC;,Houston Baptist,4,6,4,7,0,Bryce Douvier Turnover.
Texas A&M-CC;,Houston Baptist,4,6,4,7,0,Caleb Crayton Steal.
Texas A&M-CC;,Houston Baptist,4,6,4,10,0,Official TV Timeout
Texas A&M-CC;,Houston Baptist,4,6,4,27,0,Colter Lasher missed Three Point Jumper.
Texas A&M-CC;,Houston Baptist,4,6,4,27,0,Jourdan Stickler Offensive Rebound.
Texas A&M-CC;,Houston Baptist,4,6,4,52,0,Foul on Dale Francis.
Texas A&M-CC;,Houston Baptist,4,8,5,18,1,Josh Ibarra made Layup. Assisted by Colter Lasher.
Texas A&M-CC;,Houston Baptist,4,8,5,39,0,Foul on Josh Ibarra.
