Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Texas A&M-CC;,Austin Peay,0,2,0,28,1,Kenny Jones made Layup. Assisted by Josh Robinson.
Texas A&M-CC;,Austin Peay,0,2,0,46,0,Bryce Douvier Turnover.
Texas A&M-CC;,Austin Peay,0,2,0,47,0,Chris Horton Steal.
Texas A&M-CC;,Austin Peay,0,2,0,51,0,Josh Robinson Turnover.
Texas A&M-CC;,Austin Peay,0,2,0,52,0,Brandon Pye Steal.
Texas A&M-CC;,Austin Peay,0,2,0,57,0,Brandon Pye missed Three Point Jumper.
Texas A&M-CC;,Austin Peay,0,2,0,57,0,Kenny Jones Defensive Rebound.
Texas A&M-CC;,Austin Peay,0,5,1,19,1,Khalil Davis made Three Point Jumper. Assisted by Terrell Thompson.
Texas A&M-CC;,Austin Peay,0,5,1,38,0,Hameed Ali Turnover.
Texas A&M-CC;,Austin Peay,0,5,1,49,0,Chris Horton Turnover.
Texas A&M-CC;,Austin Peay,0,5,2,2,0,Jelani Currie missed Layup.
Texas A&M-CC;,Austin Peay,0,5,2,2,0,Rashawn Thomas Offensive Rebound.
Texas A&M-CC;,Austin Peay,2,5,2,7,1,Rashawn Thomas made Two Point Tip Shot.
Texas A&M-CC;,Austin Peay,2,5,2,19,0,Josh Robinson missed Layup.
Texas A&M-CC;,Austin Peay,2,5,2,19,0,Bryce Douvier Defensive Rebound.
Texas A&M-CC;,Austin Peay,2,5,2,20,0,Foul on Chris Horton.
Texas A&M-CC;,Austin Peay,2,5,2,32,0,Rashawn Thomas missed Jumper.
Texas A&M-CC;,Austin Peay,2,5,2,32,0,Khalil Davis Defensive Rebound.
Texas A&M-CC;,Austin Peay,2,5,2,53,0,Khalil Davis missed Three Point Jumper.
Texas A&M-CC;,Austin Peay,2,5,2,53,0,Chris Horton Offensive Rebound.
Texas A&M-CC;,Austin Peay,2,5,2,57,0,Chris Horton missed Layup.
Texas A&M-CC;,Austin Peay,2,5,2,57,0,Bryce Douvier Block.
Texas A&M-CC;,Austin Peay,2,5,2,57,0,Austin Peay Offensive Rebound.
Texas A&M-CC;,Austin Peay,2,5,3,1,0,Josh Robinson missed Three Point Jumper.
Texas A&M-CC;,Austin Peay,2,5,3,1,0,Rashawn Thomas Defensive Rebound.
Texas A&M-CC;,Austin Peay,4,5,3,9,1,Rashawn Thomas made Jumper.
Texas A&M-CC;,Austin Peay,4,5,3,21,0,Chris Horton missed Jumper.
Texas A&M-CC;,Austin Peay,4,5,3,21,0,Rashawn Thomas Defensive Rebound.
Texas A&M-CC;,Austin Peay,4,5,3,34,0,Foul on Josh Robinson.
Texas A&M-CC;,Austin Peay,4,5,3,44,0,Rashawn Thomas Turnover.
Texas A&M-CC;,Austin Peay,4,5,4,0,0,Josh Robinson missed Jumper.
Texas A&M-CC;,Austin Peay,4,5,4,2,0,Khalil Davis Offensive Rebound.
Texas A&M-CC;,Austin Peay,4,5,4,17,0,Official TV Timeout
Texas A&M-CC;,Austin Peay,4,5,4,40,0,Josh Robinson missed Layup.
Texas A&M-CC;,Austin Peay,4,5,4,40,0,Ehab Amin Defensive Rebound.
Texas A&M-CC;,Austin Peay,4,5,4,44,0,Joe Kilgore missed Layup.
Texas A&M-CC;,Austin Peay,4,5,4,44,0,Khalil Davis Block.
Texas A&M-CC;,Austin Peay,4,5,4,44,0,Kenny Jones Defensive Rebound.
Texas A&M-CC;,Austin Peay,4,7,4,54,1,Chris Horton made Jumper. Assisted by Josh Robinson.
Texas A&M-CC;,Austin Peay,4,7,5,13,0,Ehab Amin Turnover.
Texas A&M-CC;,Austin Peay,4,7,5,14,0,Terrell Thompson Steal.
Texas A&M-CC;,Austin Peay,4,7,5,17,0,Khalil Davis missed Layup.
Texas A&M-CC;,Austin Peay,4,7,5,17,0,Kenny Jones Offensive Rebound.
Texas A&M-CC;,Austin Peay,4,7,5,22,0,Kenny Jones missed Two Point Tip Shot.
Texas A&M-CC;,Austin Peay,4,7,5,22,0,Bryce Douvier Defensive Rebound.
Texas A&M-CC;,Austin Peay,4,7,5,27,0,Rashawn Thomas missed Jumper.
Texas A&M-CC;,Austin Peay,4,7,5,27,0,Kenny Jones Defensive Rebound.
Texas A&M-CC;,Austin Peay,4,9,5,33,1,Terrell Thompson made Layup.
Texas A&M-CC;,Austin Peay,6,9,5,49,1,Rashawn Thomas made Dunk. Assisted by Joe Kilgore.
Texas A&M-CC;,Austin Peay,6,9,6,0,0,Foul on Rashawn Thomas.
Texas A&M-CC;,Austin Peay,6,9,6,6,0,Kenny Jones missed Layup.
Texas A&M-CC;,Austin Peay,6,9,6,6,0,Rashawn Thomas Block.
Texas A&M-CC;,Austin Peay,6,9,6,6,0,Rashawn Thomas Defensive Rebound.
Texas A&M-CC;,Austin Peay,6,9,6,25,0,Ehab Amin missed Three Point Jumper.
Texas A&M-CC;,Austin Peay,6,9,6,25,0,Terrell Thompson Defensive Rebound.
Texas A&M-CC;,Austin Peay,6,9,6,29,0,Foul on Ehab Amin.
Texas A&M-CC;,Austin Peay,6,9,6,34,0,Khalil Davis Turnover.
Texas A&M-CC;,Austin Peay,6,9,6,36,0,Jake Kocher Steal.
