Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Kansas State,Texas A&M;,0,0,0,0,0,Jump Ball won by Kansas St
Kansas State,Texas A&M;,2,0,0,20,1,Kamau Stokes made Jumper. Assisted by Stephen Hurt.
Kansas State,Texas A&M;,2,2,0,41,1,Tonny Trocha-Morelos made Layup.
Kansas State,Texas A&M;,2,2,0,55,0,Justin Edwards missed Layup.
Kansas State,Texas A&M;,2,2,0,55,0,Tonny Trocha-Morelos Block.
Kansas State,Texas A&M;,2,2,0,55,0,Kansas St Offensive Rebound.
Kansas State,Texas A&M;,2,2,1,2,0,Justin Edwards missed Dunk.
Kansas State,Texas A&M;,2,2,1,2,0,Alex Caruso Defensive Rebound.
Kansas State,Texas A&M;,2,2,1,11,0,Foul on Dean Wade.
Kansas State,Texas A&M;,2,5,1,17,1,Anthony Collins made Three Point Jumper. Assisted by Tonny Trocha-Morelos.
Kansas State,Texas A&M;,2,5,1,39,0,Stephen Hurt missed Jumper.
Kansas State,Texas A&M;,2,5,1,39,0,Dean Wade Offensive Rebound.
Kansas State,Texas A&M;,4,5,1,44,1,Dean Wade made Layup.
Kansas State,Texas A&M;,4,5,1,53,0,Tonny Trocha-Morelos missed Jumper.
Kansas State,Texas A&M;,4,5,1,53,0,Wesley Iwundu Defensive Rebound.
Kansas State,Texas A&M;,7,5,2,16,1,Wesley Iwundu made Three Point Jumper.
Kansas State,Texas A&M;,7,5,2,36,0,Tonny Trocha-Morelos missed Layup.
Kansas State,Texas A&M;,7,5,2,36,0,Kamau Stokes Defensive Rebound.
Kansas State,Texas A&M;,7,5,2,42,0,Foul on Anthony Collins.
Kansas State,Texas A&M;,7,5,3,3,0,Wesley Iwundu Turnover.
Kansas State,Texas A&M;,7,5,3,3,0,Danuel House Steal.
Kansas State,Texas A&M;,7,7,3,14,1,Tyler Davis made Layup. Assisted by Tonny Trocha-Morelos.
Kansas State,Texas A&M;,7,7,3,33,0,Wesley Iwundu missed Layup.
Kansas State,Texas A&M;,7,7,3,33,0,Alex Caruso Defensive Rebound.
Kansas State,Texas A&M;,7,9,3,39,1,Alex Caruso made Layup.
Kansas State,Texas A&M;,7,9,3,51,0,Foul on Anthony Collins.
Kansas State,Texas A&M;,9,9,3,52,1,Stephen Hurt made Jumper. Assisted by Kamau Stokes.
Kansas State,Texas A&M;,9,11,4,11,1,Jalen Jones made Dunk. Assisted by Alex Caruso.
Kansas State,Texas A&M;,9,11,4,37,0,Barry Brown missed Jumper.
Kansas State,Texas A&M;,9,11,4,37,0,Tavario Miller Defensive Rebound.
