Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Texas A&M-CC;,Texas A&M;,3,11,5,36,1,Danuel House made Free Throw.
Texas A&M-CC;,Texas A&M;,3,11,5,45,0,Rashawn Thomas Turnover.
Texas A&M-CC;,Texas A&M;,3,11,6,1,0,Admon Gilder missed Layup.
Texas A&M-CC;,Texas A&M;,3,11,6,1,0,Elijah Thomas Offensive Rebound.
Texas A&M-CC;,Texas A&M;,3,11,6,5,0,Elijah Thomas missed Layup.
Texas A&M-CC;,Texas A&M;,3,11,6,5,0,DJ Hogg Offensive Rebound.
Texas A&M-CC;,Texas A&M;,3,13,6,7,1,DJ Hogg made Layup.
Texas A&M-CC;,Texas A&M;,3,13,6,16,0,Rashawn Thomas missed Jumper.
Texas A&M-CC;,Texas A&M;,3,13,6,16,0,Tavario Miller Block.
Texas A&M-CC;,Texas A&M;,3,13,6,18,0,Elijah Thomas Defensive Rebound.
Texas A&M-CC;,Texas A&M;,3,13,6,22,0,DJ Hogg Turnover.
Texas A&M-CC;,Texas A&M;,3,13,6,24,0,Hameed Ali Steal.
Texas A&M-CC;,Texas A&M;,3,13,6,31,0,Emmanuel Toney Turnover.
Texas A&M-CC;,Texas A&M;,3,13,6,33,0,Anthony Collins Steal.
Texas A&M-CC;,Texas A&M;,3,13,6,35,0,Admon Gilder missed Layup.
Texas A&M-CC;,Texas A&M;,3,13,6,35,0,Viktor Juricek Defensive Rebound.
Texas A&M-CC;,Texas A&M;,5,13,6,56,1,Rashawn Thomas made Layup. Assisted by Ehab Amin.
Texas A&M-CC;,Texas A&M;,5,13,7,8,0,Elijah Thomas missed Jumper.
Texas A&M-CC;,Texas A&M;,5,13,7,8,0,Hameed Ali Block.
Texas A&M-CC;,Texas A&M;,5,13,7,10,0,Texas A&M; Offensive Rebound.
Texas A&M-CC;,Texas A&M;,5,16,7,19,1,DJ Hogg made Three Point Jumper. Assisted by Alex Caruso.
Texas A&M-CC;,Texas A&M;,5,16,7,34,0,Foul on Hameed Ali.
Texas A&M-CC;,Texas A&M;,5,16,7,34,0,Hameed Ali Turnover.
Texas A&M-CC;,Texas A&M;,5,18,7,56,1,Alex Caruso made Layup. Assisted by Admon Gilder.
Texas A&M-CC;,Texas A&M;,5,18,8,11,0,Viktor Juricek Turnover.
Texas A&M-CC;,Texas A&M;,5,18,8,12,0,Alex Caruso Steal.
Texas A&M-CC;,Texas A&M;,5,18,8,20,0,Alex Caruso Turnover.
Texas A&M-CC;,Texas A&M;,5,18,8,21,0,Official TV Timeout
Texas A&M-CC;,Texas A&M;,5,18,8,29,0,Ehab Amin missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,5,18,8,29,0,Rashawn Thomas Offensive Rebound.
Texas A&M-CC;,Texas A&M;,5,18,8,33,0,Rashawn Thomas missed Jumper.
Texas A&M-CC;,Texas A&M;,5,18,8,33,0,DJ Hogg Defensive Rebound.
Texas A&M-CC;,Texas A&M;,5,18,8,43,0,Admon Gilder Turnover.
Texas A&M-CC;,Texas A&M;,5,18,8,47,0,Foul on Alex Caruso.
Texas A&M-CC;,Texas A&M;,6,18,8,47,1,Ehab Amin made Free Throw.
Texas A&M-CC;,Texas A&M;,7,18,8,47,1,Ehab Amin made Free Throw.
Texas A&M-CC;,Texas A&M;,7,21,9,5,1,Admon Gilder made Three Point Jumper. Assisted by Elijah Thomas.
Texas A&M-CC;,Texas A&M;,7,21,9,23,0,Foul on Elijah Thomas.
Texas A&M-CC;,Texas A&M;,7,21,9,44,0,Hameed Ali missed Jumper.
Texas A&M-CC;,Texas A&M;,7,21,9,44,0,Tavario Miller Defensive Rebound.
Texas A&M-CC;,Texas A&M;,7,24,9,53,1,DJ Hogg made Three Point Jumper. Assisted by Alex Caruso.
Texas A&M-CC;,Texas A&M;,7,24,10,12,0,Foul on DJ Hogg.
Texas A&M-CC;,Texas A&M;,7,24,10,17,0,Brandon Pye missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,7,24,10,17,0,Tyler Davis Defensive Rebound.
Texas A&M-CC;,Texas A&M;,7,24,10,44,0,Danuel House missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,7,24,10,44,0,Bryce Douvier Defensive Rebound.
Texas A&M-CC;,Texas A&M;,7,24,10,54,0,Dale Francis missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,7,24,10,54,0,Danuel House Defensive Rebound.
Texas A&M-CC;,Texas A&M;,7,26,11,3,1,Tyler Davis made Layup. Assisted by Alex Caruso.
Texas A&M-CC;,Texas A&M;,7,26,11,18,0,Foul on Viktor Juricek.
Texas A&M-CC;,Texas A&M;,7,26,11,18,0,Viktor Juricek Turnover.
Texas A&M-CC;,Texas A&M;,7,26,11,18,0,Texas A&M-CC;  Timeout
Texas A&M-CC;,Texas A&M;,7,26,11,29,0,Alex Caruso missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,7,26,11,29,0,Tonny Trocha-Morelos Offensive Rebound.
Texas A&M-CC;,Texas A&M;,7,28,11,33,1,Tonny Trocha-Morelos made Layup.
Texas A&M-CC;,Texas A&M;,7,28,12,5,0,Jelani Currie missed Jumper.
Texas A&M-CC;,Texas A&M;,7,28,12,5,0,Danuel House Defensive Rebound.
Texas A&M-CC;,Texas A&M;,7,28,12,9,0,Alex Caruso Turnover.
Texas A&M-CC;,Texas A&M;,7,28,12,9,0,Brandon Pye Steal.
Texas A&M-CC;,Texas A&M;,9,28,12,9,1,Brandon Pye made Layup.
Texas A&M-CC;,Texas A&M;,9,28,12,9,0,Foul on Danuel House.
Texas A&M-CC;,Texas A&M;,9,28,12,9,0,Official TV Timeout
Texas A&M-CC;,Texas A&M;,10,28,12,9,1,Brandon Pye made Free Throw.
Texas A&M-CC;,Texas A&M;,10,31,12,35,1,Anthony Collins made Three Point Jumper. Assisted by Danuel House.
Texas A&M-CC;,Texas A&M;,12,31,12,48,1,Rashawn Thomas made Layup.
Texas A&M-CC;,Texas A&M;,12,31,13,19,0,Tyler Davis missed Jumper.
Texas A&M-CC;,Texas A&M;,12,31,13,19,0,Tonny Trocha-Morelos Offensive Rebound.
Texas A&M-CC;,Texas A&M;,12,33,13,24,1,Tonny Trocha-Morelos made Layup. Assisted by Danuel House.
Texas A&M-CC;,Texas A&M;,12,33,13,40,0,Bryce Douvier missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,12,33,13,40,0,Anthony Collins Defensive Rebound.
Texas A&M-CC;,Texas A&M;,12,36,13,51,1,Tonny Trocha-Morelos made Three Point Jumper. Assisted by Anthony Collins.
Texas A&M-CC;,Texas A&M;,12,36,14,17,0,Jelani Currie missed Jumper.
Texas A&M-CC;,Texas A&M;,12,36,14,17,0,Bryce Douvier Offensive Rebound.
Texas A&M-CC;,Texas A&M;,12,36,14,22,0,Bryce Douvier missed Layup.
Texas A&M-CC;,Texas A&M;,12,36,14,22,0,Alex Caruso Block.
Texas A&M-CC;,Texas A&M;,12,36,14,23,0,Bryce Douvier Offensive Rebound.
Texas A&M-CC;,Texas A&M;,12,36,14,23,0,Foul on Alex Caruso.
Texas A&M-CC;,Texas A&M;,13,36,14,23,1,Bryce Douvier made Free Throw.
Texas A&M-CC;,Texas A&M;,14,36,14,23,1,Bryce Douvier made Free Throw.
Texas A&M-CC;,Texas A&M;,14,39,14,44,1,Tonny Trocha-Morelos made Three Point Jumper. Assisted by Anthony Collins.
Texas A&M-CC;,Texas A&M;,14,39,14,58,0,Foul on Rashawn Thomas.
Texas A&M-CC;,Texas A&M;,14,39,14,58,0,Rashawn Thomas Turnover.
Texas A&M-CC;,Texas A&M;,14,39,14,58,0,Technical Foul on Rashawn Thomas.
Texas A&M-CC;,Texas A&M;,14,40,14,58,1,Anthony Collins made Free Throw.
Texas A&M-CC;,Texas A&M;,14,41,14,58,1,Anthony Collins made Free Throw.
Texas A&M-CC;,Texas A&M;,14,41,15,14,0,Admon Gilder missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,14,41,15,14,0,Hameed Ali Defensive Rebound.
Texas A&M-CC;,Texas A&M;,14,41,15,30,0,Ehab Amin missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,14,41,15,30,0,Bryce Douvier Offensive Rebound.
Texas A&M-CC;,Texas A&M;,16,41,15,33,1,Bryce Douvier made Layup.
Texas A&M-CC;,Texas A&M;,16,41,15,33,0,Foul on Tonny Trocha-Morelos.
Texas A&M-CC;,Texas A&M;,17,41,15,33,1,Bryce Douvier made Free Throw.
Texas A&M-CC;,Texas A&M;,17,41,15,41,0,Danuel House Turnover.
Texas A&M-CC;,Texas A&M;,17,41,15,43,0,Hameed Ali Steal.
Texas A&M-CC;,Texas A&M;,19,41,15,45,1,Ehab Amin made Layup. Assisted by Hameed Ali.
Texas A&M-CC;,Texas A&M;,19,41,15,58,0,Foul on Joe Kilgore.
Texas A&M-CC;,Texas A&M;,19,42,15,58,1,Tavario Miller made Free Throw.
Texas A&M-CC;,Texas A&M;,19,43,15,58,1,Tavario Miller made Free Throw.
Texas A&M-CC;,Texas A&M;,22,43,16,13,1,Bryce Douvier made Three Point Jumper. Assisted by Hameed Ali.
Texas A&M-CC;,Texas A&M;,22,43,16,13,0,Foul on Elijah Thomas.
Texas A&M-CC;,Texas A&M;,22,43,16,13,0,Official TV Timeout
Texas A&M-CC;,Texas A&M;,22,43,16,13,0,Bryce Douvier missed Free Throw.
Texas A&M-CC;,Texas A&M;,22,43,16,13,0,Danuel House Defensive Rebound.
Texas A&M-CC;,Texas A&M;,22,43,16,33,0,Elijah Thomas missed Jumper.
Texas A&M-CC;,Texas A&M;,22,43,16,33,0,Bryce Douvier Defensive Rebound.
Texas A&M-CC;,Texas A&M;,22,43,16,49,0,Foul on Admon Gilder.
Texas A&M-CC;,Texas A&M;,23,43,16,49,1,Joe Kilgore made Free Throw.
Texas A&M-CC;,Texas A&M;,24,43,16,49,1,Joe Kilgore made Free Throw.
Texas A&M-CC;,Texas A&M;,24,43,17,8,0,Admon Gilder Turnover.
Texas A&M-CC;,Texas A&M;,24,43,17,10,0,Hameed Ali Steal.
Texas A&M-CC;,Texas A&M;,26,43,17,15,1,Bryce Douvier made Jumper. Assisted by Hameed Ali.
Texas A&M-CC;,Texas A&M;,26,43,17,40,0,DJ Hogg missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,26,43,17,40,0,Hameed Ali Defensive Rebound.
Texas A&M-CC;,Texas A&M;,28,43,17,50,1,Joe Kilgore made Dunk. Assisted by Hameed Ali.
Texas A&M-CC;,Texas A&M;,28,43,17,52,0,Texas A&M;  Timeout
Texas A&M-CC;,Texas A&M;,28,43,18,12,0,Danuel House missed Jumper.
Texas A&M-CC;,Texas A&M;,28,43,18,12,0,DJ Hogg Offensive Rebound.
Texas A&M-CC;,Texas A&M;,28,45,18,15,1,DJ Hogg made Dunk.
Texas A&M-CC;,Texas A&M;,30,45,18,34,1,Bryce Douvier made Dunk.
Texas A&M-CC;,Texas A&M;,30,45,18,56,0,Admon Gilder missed Layup.
Texas A&M-CC;,Texas A&M;,30,45,18,56,0,Ehab Amin Defensive Rebound.
Texas A&M-CC;,Texas A&M;,30,45,19,1,0,Foul on DJ Hogg.
Texas A&M-CC;,Texas A&M;,31,45,19,1,1,Ehab Amin made Free Throw.
Texas A&M-CC;,Texas A&M;,32,45,19,1,1,Ehab Amin made Free Throw.
Texas A&M-CC;,Texas A&M;,32,45,19,25,0,Foul on Emmanuel Toney.
Texas A&M-CC;,Texas A&M;,32,46,19,25,1,Tyler Davis made Free Throw.
Texas A&M-CC;,Texas A&M;,32,47,19,25,1,Tyler Davis made Free Throw.
Texas A&M-CC;,Texas A&M;,32,47,19,41,0,Foul on Tonny Trocha-Morelos.
Texas A&M-CC;,Texas A&M;,33,47,19,41,1,Bryce Douvier made Free Throw.
Texas A&M-CC;,Texas A&M;,34,47,19,41,1,Bryce Douvier made Free Throw.
Texas A&M-CC;,Texas A&M;,34,47,20,0,0,Tyler Davis Turnover.
Texas A&M-CC;,Texas A&M;,34,47,20,0,0,Jelani Currie Steal.
Texas A&M-CC;,Texas A&M;,34,47,20,0,0,End of 1st half
Texas A&M-CC;,Texas A&M;,34,47,20,21,0,Danuel House Turnover.
Texas A&M-CC;,Texas A&M;,34,47,20,32,0,Foul on Dale Francis.
Texas A&M-CC;,Texas A&M;,34,47,20,32,0,Dale Francis Turnover.
Texas A&M-CC;,Texas A&M;,34,47,20,51,0,Danuel House missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,34,47,20,51,0,Hameed Ali Defensive Rebound.
Texas A&M-CC;,Texas A&M;,34,47,21,9,0,Ehab Amin missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,34,47,21,9,0,Texas A&M; Defensive Rebound.
Texas A&M-CC;,Texas A&M;,34,49,21,31,1,Tyler Davis made Jumper.
Texas A&M-CC;,Texas A&M;,34,49,21,45,0,Foul on Alex Caruso.
Texas A&M-CC;,Texas A&M;,34,49,22,5,0,Foul on Bryce Douvier.
Texas A&M-CC;,Texas A&M;,34,49,22,5,0,Bryce Douvier Turnover.
Texas A&M-CC;,Texas A&M;,34,49,22,15,0,Anthony Collins Turnover.
Texas A&M-CC;,Texas A&M;,34,49,22,30,0,Hameed Ali missed Jumper.
Texas A&M-CC;,Texas A&M;,34,49,22,30,0,Danuel House Defensive Rebound.
Texas A&M-CC;,Texas A&M;,34,52,22,38,1,Tonny Trocha-Morelos made Three Point Jumper. Assisted by Danuel House.
Texas A&M-CC;,Texas A&M;,36,52,22,57,1,Joe Kilgore made Jumper.
Texas A&M-CC;,Texas A&M;,36,52,23,16,0,Foul on Dale Francis.
Texas A&M-CC;,Texas A&M;,36,53,23,16,1,Alex Caruso made Free Throw.
Texas A&M-CC;,Texas A&M;,36,54,23,16,1,Alex Caruso made Free Throw.
Texas A&M-CC;,Texas A&M;,36,54,23,38,0,Foul on Tonny Trocha-Morelos.
Texas A&M-CC;,Texas A&M;,39,54,23,40,1,Bryce Douvier made Three Point Jumper. Assisted by Ehab Amin.
Texas A&M-CC;,Texas A&M;,39,56,24,6,1,Tyler Davis made Jumper.
Texas A&M-CC;,Texas A&M;,39,56,24,23,0,Hameed Ali Turnover.
Texas A&M-CC;,Texas A&M;,39,56,24,27,0,Anthony Collins Steal.
Texas A&M-CC;,Texas A&M;,39,56,24,30,0,Foul on Viktor Juricek.
Texas A&M-CC;,Texas A&M;,39,56,24,30,0,Official TV Timeout
Texas A&M-CC;,Texas A&M;,39,57,24,30,1,Danuel House made Free Throw.
Texas A&M-CC;,Texas A&M;,39,58,24,30,1,Danuel House made Free Throw.
Texas A&M-CC;,Texas A&M;,41,58,24,57,1,Joe Kilgore made Jumper.
Texas A&M-CC;,Texas A&M;,41,60,25,23,1,Anthony Collins made Layup.
Texas A&M-CC;,Texas A&M;,41,60,25,48,0,T.J. Traylor missed Jumper.
Texas A&M-CC;,Texas A&M;,41,60,25,48,0,Tyler Davis Block.
Texas A&M-CC;,Texas A&M;,41,60,25,51,0,Admon Gilder Defensive Rebound.
Texas A&M-CC;,Texas A&M;,41,62,25,58,1,Tyler Davis made Layup. Assisted by Danuel House.
Texas A&M-CC;,Texas A&M;,41,62,26,12,0,Joe Kilgore missed Jumper.
Texas A&M-CC;,Texas A&M;,41,62,26,12,0,DJ Hogg Defensive Rebound.
Texas A&M-CC;,Texas A&M;,41,62,26,24,0,Admon Gilder missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,41,62,26,24,0,T.J. Traylor Defensive Rebound.
Texas A&M-CC;,Texas A&M;,41,62,26,30,0,Bryce Douvier Turnover.
Texas A&M-CC;,Texas A&M;,41,62,26,31,0,Admon Gilder Steal.
Texas A&M-CC;,Texas A&M;,41,64,26,36,1,Danuel House made Layup. Assisted by Anthony Collins.
Texas A&M-CC;,Texas A&M;,41,64,26,56,0,Bryce Douvier missed Jumper.
Texas A&M-CC;,Texas A&M;,41,64,26,56,0,Tyler Davis Defensive Rebound.
Texas A&M-CC;,Texas A&M;,41,66,27,5,1,Frank Byers made Dunk. Assisted by Anthony Collins.
Texas A&M-CC;,Texas A&M;,41,66,27,15,0,Texas A&M-CC;  Timeout
Texas A&M-CC;,Texas A&M;,41,66,27,27,0,Brandon Pye missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,41,66,27,27,0,Elijah Thomas Defensive Rebound.
Texas A&M-CC;,Texas A&M;,41,66,27,36,0,DJ Hogg missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,41,66,27,36,0,T.J. Traylor Defensive Rebound.
Texas A&M-CC;,Texas A&M;,41,66,27,39,0,Foul on Elijah Thomas.
Texas A&M-CC;,Texas A&M;,41,66,27,50,0,Jelani Currie missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,41,66,27,50,0,Tavario Miller Defensive Rebound.
Texas A&M-CC;,Texas A&M;,41,68,27,55,1,DJ Hogg made Layup. Assisted by Admon Gilder.
Texas A&M-CC;,Texas A&M;,43,68,28,6,1,Rashawn Thomas made Layup. Assisted by Brandon Pye.
Texas A&M-CC;,Texas A&M;,43,68,28,17,0,Alex Caruso missed Layup.
Texas A&M-CC;,Texas A&M;,43,68,28,17,0,Alex Caruso Offensive Rebound.
Texas A&M-CC;,Texas A&M;,43,70,28,29,1,Elijah Thomas made Layup.
Texas A&M-CC;,Texas A&M;,45,70,28,41,1,Bryce Douvier made Layup. Assisted by Rashawn Thomas.
Texas A&M-CC;,Texas A&M;,45,70,28,57,0,Foul on Hameed Ali.
Texas A&M-CC;,Texas A&M;,45,70,28,57,0,Official TV Timeout
Texas A&M-CC;,Texas A&M;,45,72,29,14,1,Elijah Thomas made Layup. Assisted by DJ Hogg.
Texas A&M-CC;,Texas A&M;,47,72,29,31,1,Rashawn Thomas made Jumper.
Texas A&M-CC;,Texas A&M;,47,72,29,38,0,Foul on Tavario Miller.
Texas A&M-CC;,Texas A&M;,47,72,29,38,0,Tavario Miller Turnover.
Texas A&M-CC;,Texas A&M;,47,72,29,56,0,Hameed Ali Turnover.
Texas A&M-CC;,Texas A&M;,47,72,29,59,0,Alex Caruso Steal.
Texas A&M-CC;,Texas A&M;,47,74,30,0,1,Alex Caruso made Dunk.
Texas A&M-CC;,Texas A&M;,47,74,30,13,0,Foul on Elijah Thomas.
Texas A&M-CC;,Texas A&M;,47,74,30,13,0,Foul on Admon Gilder.
Texas A&M-CC;,Texas A&M;,47,74,30,20,0,Rashawn Thomas Turnover.
Texas A&M-CC;,Texas A&M;,47,74,30,20,0,DJ Hogg Steal.
Texas A&M-CC;,Texas A&M;,47,74,30,20,0,Foul on Jelani Currie.
Texas A&M-CC;,Texas A&M;,47,77,30,40,1,Admon Gilder made Three Point Jumper. Assisted by Tonny Trocha-Morelos.
Texas A&M-CC;,Texas A&M;,49,77,31,12,1,Jelani Currie made Jumper.
Texas A&M-CC;,Texas A&M;,49,77,31,24,0,Tavario Miller missed Layup.
Texas A&M-CC;,Texas A&M;,49,77,31,24,0,Jelani Currie Block.
Texas A&M-CC;,Texas A&M;,49,77,31,26,0,Bryce Douvier Defensive Rebound.
Texas A&M-CC;,Texas A&M;,49,77,31,37,0,Foul on Bryce Douvier.
Texas A&M-CC;,Texas A&M;,49,77,31,37,0,Bryce Douvier Turnover.
Texas A&M-CC;,Texas A&M;,49,77,31,56,0,Tonny Trocha-Morelos missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,49,77,31,56,0,Texas A&M-CC; Defensive Rebound.
Texas A&M-CC;,Texas A&M;,49,77,31,58,0,Foul on Tavario Miller.
Texas A&M-CC;,Texas A&M;,50,77,31,58,1,Bryce Douvier made Free Throw.
Texas A&M-CC;,Texas A&M;,50,77,31,58,0,Bryce Douvier missed Free Throw.
Texas A&M-CC;,Texas A&M;,50,77,31,58,0,Bryce Douvier Offensive Rebound.
Texas A&M-CC;,Texas A&M;,50,77,32,0,0,Bryce Douvier missed Jumper.
Texas A&M-CC;,Texas A&M;,50,77,32,0,0,Texas A&M-CC; Offensive Rebound.
Texas A&M-CC;,Texas A&M;,50,77,32,1,0,Official TV Timeout
Texas A&M-CC;,Texas A&M;,50,77,32,25,0,Joe Kilgore missed Jumper.
Texas A&M-CC;,Texas A&M;,50,77,32,25,0,Admon Gilder Defensive Rebound.
Texas A&M-CC;,Texas A&M;,50,77,32,46,0,Alex Caruso missed Layup.
Texas A&M-CC;,Texas A&M;,50,77,32,46,0,Ehab Amin Defensive Rebound.
Texas A&M-CC;,Texas A&M;,50,77,32,55,0,Rashawn Thomas missed Jumper.
Texas A&M-CC;,Texas A&M;,50,77,32,55,0,Alex Caruso Defensive Rebound.
Texas A&M-CC;,Texas A&M;,50,77,33,12,0,Tonny Trocha-Morelos Turnover.
Texas A&M-CC;,Texas A&M;,52,77,33,16,1,Joe Kilgore made Dunk. Assisted by Ehab Amin.
Texas A&M-CC;,Texas A&M;,52,77,33,32,0,Foul on Kareem South.
Texas A&M-CC;,Texas A&M;,52,78,33,32,1,Tavario Miller made Free Throw.
Texas A&M-CC;,Texas A&M;,52,79,33,32,1,Tavario Miller made Free Throw.
Texas A&M-CC;,Texas A&M;,52,79,33,50,0,Kareem South Turnover.
Texas A&M-CC;,Texas A&M;,52,79,33,52,0,Tyler Davis Steal.
Texas A&M-CC;,Texas A&M;,52,81,34,1,1,Tavario Miller made Layup. Assisted by DJ Hogg.
Texas A&M-CC;,Texas A&M;,54,81,34,15,1,Bryce Douvier made Layup. Assisted by Rashawn Thomas.
Texas A&M-CC;,Texas A&M;,54,81,34,15,0,Foul on Danuel House.
Texas A&M-CC;,Texas A&M;,55,81,34,15,1,Bryce Douvier made Free Throw.
Texas A&M-CC;,Texas A&M;,55,81,34,32,0,Danuel House missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,55,81,34,32,0,Joe Kilgore Defensive Rebound.
Texas A&M-CC;,Texas A&M;,55,81,34,49,0,Rashawn Thomas Turnover.
Texas A&M-CC;,Texas A&M;,55,81,34,52,0,Tyler Davis Steal.
Texas A&M-CC;,Texas A&M;,55,81,34,57,0,Foul on Rashawn Thomas.
Texas A&M-CC;,Texas A&M;,55,82,34,57,1,Tyler Davis made Free Throw.
Texas A&M-CC;,Texas A&M;,55,82,34,57,0,Tavario Miller Turnover.
Texas A&M-CC;,Texas A&M;,58,82,35,14,1,Joe Kilgore made Three Point Jumper. Assisted by Bryce Douvier.
Texas A&M-CC;,Texas A&M;,58,84,35,41,1,DJ Hogg made Layup. Assisted by Danuel House.
Texas A&M-CC;,Texas A&M;,58,84,35,56,0,Bryce Douvier missed Jumper.
Texas A&M-CC;,Texas A&M;,58,84,35,56,0,Danuel House Defensive Rebound.
Texas A&M-CC;,Texas A&M;,58,84,36,1,0,Foul on Emmanuel Toney.
Texas A&M-CC;,Texas A&M;,58,84,36,1,0,Official TV Timeout
Texas A&M-CC;,Texas A&M;,58,85,36,1,1,Tavario Miller made Free Throw.
Texas A&M-CC;,Texas A&M;,58,86,36,1,1,Tavario Miller made Free Throw.
Texas A&M-CC;,Texas A&M;,58,86,36,8,0,Foul on Elijah Thomas.
Texas A&M-CC;,Texas A&M;,59,86,36,8,1,Bryce Douvier made Free Throw.
Texas A&M-CC;,Texas A&M;,60,86,36,8,1,Bryce Douvier made Free Throw.
Texas A&M-CC;,Texas A&M;,60,86,36,20,0,Foul on Tonny Trocha-Morelos.
Texas A&M-CC;,Texas A&M;,60,86,36,20,0,Tonny Trocha-Morelos Turnover.
Texas A&M-CC;,Texas A&M;,60,86,36,39,0,Kareem South missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,60,86,36,39,0,Tyler Davis Defensive Rebound.
Texas A&M-CC;,Texas A&M;,60,89,36,49,1,Danuel House made Three Point Jumper. Assisted by Admon Gilder.
Texas A&M-CC;,Texas A&M;,60,89,37,9,0,Bryce Douvier missed Three Point Jumper.
Texas A&M-CC;,Texas A&M;,60,89,37,9,0,Admon Gilder Defensive Rebound.
Texas A&M-CC;,Texas A&M;,60,89,37,16,0,DJ Hogg missed Layup.
