Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Prairie View A&M;,Southern,2,0,0,32,1,Tre Hagood made Jumper.
Prairie View A&M;,Southern,2,0,0,42,0,Foul on Reggis Onwukamuche.
Prairie View A&M;,Southern,2,0,0,44,0,Calvin Godfrey missed Jumper.
Prairie View A&M;,Southern,2,0,0,44,0,Tre Hagood Defensive Rebound.
Prairie View A&M;,Southern,4,0,0,50,1,Montrael Scott made Jumper. Assisted by Tre Hagood.
Prairie View A&M;,Southern,4,0,1,5,0,Trelun Banks missed Jumper.
Prairie View A&M;,Southern,4,0,1,5,0,Reggis Onwukamuche Block.
Prairie View A&M;,Southern,4,0,1,5,0,Southern Offensive Rebound.
Prairie View A&M;,Southern,4,2,1,14,1,Malcolm Miller made Layup.
Prairie View A&M;,Southern,4,2,1,33,0,Prairie View  Timeout
Prairie View A&M;,Southern,4,2,1,47,0,Reggis Onwukamuche Turnover.
Prairie View A&M;,Southern,4,2,1,50,0,Malcolm Miller Steal.
Prairie View A&M;,Southern,4,2,1,57,0,Trelun Banks Turnover.
Prairie View A&M;,Southern,6,2,2,25,1,Louis Munks made Jumper.
Prairie View A&M;,Southern,6,2,2,39,0,Trelun Banks Turnover.
Prairie View A&M;,Southern,6,2,2,41,0,Louis Munks Steal.
Prairie View A&M;,Southern,6,2,2,46,0,Jules Montgomery missed Jumper.
Prairie View A&M;,Southern,6,2,2,46,0,Javan Mitchell Block.
Prairie View A&M;,Southern,6,2,2,48,0,Reggis Onwukamuche Offensive Rebound.
Prairie View A&M;,Southern,8,2,2,50,1,Reggis Onwukamuche made Jumper.
Prairie View A&M;,Southern,8,5,3,4,1,Malcolm Miller made Three Point Jumper. Assisted by Calvin Godfrey.
Prairie View A&M;,Southern,8,5,3,21,0,Tre Hagood Turnover.
Prairie View A&M;,Southern,8,5,3,21,0,Trelun Banks Steal.
Prairie View A&M;,Southern,8,5,3,34,0,Javan Mitchell missed Jumper.
Prairie View A&M;,Southern,8,5,3,34,0,Montrael Scott Defensive Rebound.
Prairie View A&M;,Southern,8,5,3,57,0,Reggis Onwukamuche missed Jumper.
Prairie View A&M;,Southern,8,5,3,57,0,Malcolm Miller Defensive Rebound.
Prairie View A&M;,Southern,8,5,4,10,0,Trelun Banks missed Jumper.
Prairie View A&M;,Southern,8,5,4,10,0,Reggis Onwukamuche Defensive Rebound.
Prairie View A&M;,Southern,8,5,4,17,0,Official TV Timeout
Prairie View A&M;,Southern,8,5,4,17,0,Tre Hagood missed Free Throw.
Prairie View A&M;,Southern,8,5,4,17,0,Prairie View Deadball Team Rebound.
Prairie View A&M;,Southern,8,5,4,17,0,Foul on Calvin Godfrey.
Prairie View A&M;,Southern,8,5,4,17,0,Tre Hagood missed Free Throw.
Prairie View A&M;,Southern,8,5,4,17,0,Calvin Godfrey Defensive Rebound.
Prairie View A&M;,Southern,8,5,4,21,0,Calvin Godfrey missed Jumper.
Prairie View A&M;,Southern,8,5,4,21,0,Montrael Scott Defensive Rebound.
Prairie View A&M;,Southern,8,5,4,30,0,Montrael Scott missed Jumper.
Prairie View A&M;,Southern,8,5,4,30,0,Javan Mitchell Defensive Rebound.
Prairie View A&M;,Southern,8,7,4,34,1,Malcolm Miller made Layup. Assisted by Trelun Banks.
Prairie View A&M;,Southern,8,7,5,2,0,Foul on Yondarius Johnson.
Prairie View A&M;,Southern,10,7,5,18,1,Demondre Chapman made Jumper.
Prairie View A&M;,Southern,10,9,5,29,1,Calvin Godfrey made Jumper. Assisted by Trelun Banks.
Prairie View A&M;,Southern,10,9,5,29,0,Foul on Montrael Scott.
Prairie View A&M;,Southern,10,10,5,29,1,Calvin Godfrey made Free Throw.
Prairie View A&M;,Southern,10,10,5,58,0,Foul on Montrael Scott.
Prairie View A&M;,Southern,10,10,5,58,0,Montrael Scott Turnover.
Prairie View A&M;,Southern,10,10,6,13,0,Trelun Banks missed Jumper.
Prairie View A&M;,Southern,10,10,6,13,0,Calvin Godfrey Offensive Rebound.
Prairie View A&M;,Southern,10,10,6,25,0,Foul on Rasi Jenkins.
Prairie View A&M;,Southern,10,10,6,25,0,Calvin Godfrey missed Free Throw.
Prairie View A&M;,Southern,10,10,6,25,0,Southern Deadball Team Rebound.
Prairie View A&M;,Southern,10,10,6,25,0,Calvin Godfrey missed Free Throw.
Prairie View A&M;,Southern,10,10,6,25,0,Demondre Chapman Defensive Rebound.
Prairie View A&M;,Southern,10,10,6,50,0,Foul on Frank Snow.
Prairie View A&M;,Southern,10,10,6,50,0,Demondre Chapman missed Free Throw.
Prairie View A&M;,Southern,10,10,6,50,0,Prairie View Deadball Team Rebound.
Prairie View A&M;,Southern,11,10,6,50,1,Demondre Chapman made Free Throw.
Prairie View A&M;,Southern,11,10,6,54,0,Frank Snow Turnover.
Prairie View A&M;,Southern,11,10,6,56,0,Tre Hagood Steal.
Prairie View A&M;,Southern,11,10,6,59,0,John Brisco missed Layup.
Prairie View A&M;,Southern,11,10,6,59,0,John Brisco Offensive Rebound.
Prairie View A&M;,Southern,11,10,7,43,0,Tre Hagood Turnover.
Prairie View A&M;,Southern,11,10,8,11,0,Calvin Godfrey missed Jumper.
Prairie View A&M;,Southern,11,10,8,11,0,Prairie View Defensive Rebound.
Prairie View A&M;,Southern,11,10,8,13,0,Official TV Timeout
Prairie View A&M;,Southern,11,10,8,46,0,Foul on Michael Harrel.
Prairie View A&M;,Southern,11,10,8,46,0,Tre Hagood missed Free Throw.
Prairie View A&M;,Southern,11,10,8,46,0,Prairie View Deadball Team Rebound.
Prairie View A&M;,Southern,12,10,8,46,1,Tre Hagood made Free Throw.
Prairie View A&M;,Southern,13,10,8,46,1,Tre Hagood made Free Throw.
Prairie View A&M;,Southern,13,10,8,57,0,Malcolm Miller missed Three Point Jumper.
Prairie View A&M;,Southern,13,10,8,57,0,Tre Hagood Defensive Rebound.
Prairie View A&M;,Southern,13,10,9,31,0,John Brisco missed Three Point Jumper.
Prairie View A&M;,Southern,13,10,9,31,0,Malcolm Miller Defensive Rebound.
Prairie View A&M;,Southern,13,10,9,46,0,Foul on Demondre Chapman.
Prairie View A&M;,Southern,13,10,9,56,0,Tre Lynch Turnover.
Prairie View A&M;,Southern,13,10,9,58,0,Rasi Jenkins Steal.
Prairie View A&M;,Southern,13,10,10,22,0,Demondre Chapman missed Jumper.
Prairie View A&M;,Southern,13,10,10,22,0,Javan Mitchell Defensive Rebound.
Prairie View A&M;,Southern,13,10,10,27,0,Tre Lynch missed Three Point Jumper.
Prairie View A&M;,Southern,13,10,10,27,0,Tre Hagood Defensive Rebound.
Prairie View A&M;,Southern,15,10,10,44,1,Louis Munks made Layup. Assisted by Rasi Jenkins.
Prairie View A&M;,Southern,15,10,10,58,0,Bryce Clark missed Jumper.
Prairie View A&M;,Southern,15,10,10,58,0,Demondre Chapman Defensive Rebound.
Prairie View A&M;,Southern,15,10,11,0,0,Foul on Javan Mitchell.
Prairie View A&M;,Southern,15,10,11,34,0,John Brisco missed Three Point Jumper.
Prairie View A&M;,Southern,15,10,11,34,0,Southern Defensive Rebound.
Prairie View A&M;,Southern,15,10,12,7,0,Trelun Banks missed Three Point Jumper.
Prairie View A&M;,Southern,15,10,12,7,0,John Brisco Defensive Rebound.
Prairie View A&M;,Southern,15,10,12,15,0,Prairie View  Timeout
