Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Prairie View A&M;,Alabama A&M;,4,10,5,40,0,Prairie View Offensive Rebound.
Prairie View A&M;,Alabama A&M;,6,10,5,55,1,Jules Montgomery made Jumper. Assisted by Louis Munks.
Prairie View A&M;,Alabama A&M;,6,10,6,25,0,Nicholas West Turnover.
Prairie View A&M;,Alabama A&M;,6,10,6,26,0,John Brisco Steal.
Prairie View A&M;,Alabama A&M;,8,10,6,37,1,Jules Montgomery made Jumper.
Prairie View A&M;,Alabama A&M;,8,10,6,50,0,Foul on Nicholas West.
Prairie View A&M;,Alabama A&M;,8,10,6,50,0,Foul on Jules Montgomery.
Prairie View A&M;,Alabama A&M;,8,10,6,51,0,Justin Colvin Turnover.
Prairie View A&M;,Alabama A&M;,8,10,7,18,0,Demondre Chapman Turnover.
Prairie View A&M;,Alabama A&M;,8,10,7,18,0,Arthur Capers Steal.
Prairie View A&M;,Alabama A&M;,8,10,7,33,0,Jeremy Crutcher missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,8,10,7,33,0,Jerome Hunter Offensive Rebound.
Prairie View A&M;,Alabama A&M;,8,10,7,37,0,Foul on Louis Munks.
Prairie View A&M;,Alabama A&M;,8,11,7,37,1,Jerome Hunter made Free Throw.
Prairie View A&M;,Alabama A&M;,8,12,7,37,1,Jerome Hunter made Free Throw.
Prairie View A&M;,Alabama A&M;,8,12,7,51,0,Demondre Chapman missed Jumper.
Prairie View A&M;,Alabama A&M;,8,12,7,51,0,Hershey Robinson Offensive Rebound.
Prairie View A&M;,Alabama A&M;,10,12,7,57,1,Hershey Robinson made Layup.
Prairie View A&M;,Alabama A&M;,10,12,8,2,0,Jeremy Crutcher missed Jumper.
Prairie View A&M;,Alabama A&M;,10,12,8,2,0,Prairie View Defensive Rebound.
Prairie View A&M;,Alabama A&M;,10,12,8,3,0,Official TV Timeout
Prairie View A&M;,Alabama A&M;,12,12,8,25,1,Montrael Scott made Jumper.
Prairie View A&M;,Alabama A&M;,12,12,8,37,0,Foul on Justin Colvin.
Prairie View A&M;,Alabama A&M;,12,12,8,37,0,Foul on Montrael Scott.
Prairie View A&M;,Alabama A&M;,12,12,8,49,0,Jerome Hunter missed Jumper.
Prairie View A&M;,Alabama A&M;,12,12,8,49,0,John Brisco Defensive Rebound.
Prairie View A&M;,Alabama A&M;,12,12,9,10,0,Foul on Tyler Davis.
Prairie View A&M;,Alabama A&M;,13,12,9,10,1,Tre Hagood made Free Throw.
Prairie View A&M;,Alabama A&M;,14,12,9,10,1,Tre Hagood made Free Throw.
Prairie View A&M;,Alabama A&M;,14,12,9,21,0,Foul on Demarquelle Tabb.
Prairie View A&M;,Alabama A&M;,14,12,9,21,0,Demarquelle Tabb Turnover.
Prairie View A&M;,Alabama A&M;,16,12,9,53,1,Tre Hagood made Jumper.
Prairie View A&M;,Alabama A&M;,16,14,10,6,1,Jerome Hunter made Jumper.
Prairie View A&M;,Alabama A&M;,16,14,10,24,0,John Brisco missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,16,14,10,24,0,Demarquelle Tabb Defensive Rebound.
Prairie View A&M;,Alabama A&M;,16,14,10,47,0,Jerome Hunter Turnover.
Prairie View A&M;,Alabama A&M;,16,14,10,48,0,Demondre Chapman Steal.
Prairie View A&M;,Alabama A&M;,18,14,10,54,1,Tre Hagood made Layup.
Prairie View A&M;,Alabama A&M;,18,14,11,17,0,Alabama A&M;  Timeout
Prairie View A&M;,Alabama A&M;,18,14,11,27,0,Jeremy Crutcher missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,18,14,11,27,0,John Brisco Defensive Rebound.
Prairie View A&M;,Alabama A&M;,20,14,11,34,1,John Brisco made Layup.
Prairie View A&M;,Alabama A&M;,20,16,11,54,1,Justan Banks made Jumper. Assisted by Jeremy Crutcher.
Prairie View A&M;,Alabama A&M;,20,16,12,8,0,Andre Adams Turnover.
Prairie View A&M;,Alabama A&M;,20,16,12,8,0,Jeremy Crutcher Steal.
Prairie View A&M;,Alabama A&M;,20,16,12,8,0,Official TV Timeout
Prairie View A&M;,Alabama A&M;,20,16,12,30,0,Demarquelle Tabb missed Jumper.
Prairie View A&M;,Alabama A&M;,20,16,12,30,0,Prairie View Defensive Rebound.
Prairie View A&M;,Alabama A&M;,23,16,12,59,1,Hershey Robinson made Three Point Jumper. Assisted by Montrael Scott.
Prairie View A&M;,Alabama A&M;,23,16,13,12,0,Arthur Capers Turnover.
Prairie View A&M;,Alabama A&M;,23,16,13,32,0,Foul on Arthur Capers.
Prairie View A&M;,Alabama A&M;,24,16,13,32,1,Montrael Scott made Free Throw.
Prairie View A&M;,Alabama A&M;,25,16,13,32,1,Montrael Scott made Free Throw.
Prairie View A&M;,Alabama A&M;,25,16,13,42,0,Arthur Capers missed Jumper.
Prairie View A&M;,Alabama A&M;,25,16,13,42,0,Montrael Scott Defensive Rebound.
Prairie View A&M;,Alabama A&M;,25,16,13,50,0,Montrael Scott missed Jumper.
Prairie View A&M;,Alabama A&M;,25,16,13,50,0,Montrael Scott Offensive Rebound.
Prairie View A&M;,Alabama A&M;,25,16,14,0,0,Foul on Demarquelle Tabb.
Prairie View A&M;,Alabama A&M;,26,16,14,0,1,Demondre Chapman made Free Throw.
Prairie View A&M;,Alabama A&M;,27,16,14,0,1,Demondre Chapman made Free Throw.
Prairie View A&M;,Alabama A&M;,27,16,14,7,0,Foul on Montrael Scott.
Prairie View A&M;,Alabama A&M;,27,17,14,7,1,Jeremy Crutcher made Free Throw.
Prairie View A&M;,Alabama A&M;,27,18,14,7,1,Jeremy Crutcher made Free Throw.
Prairie View A&M;,Alabama A&M;,27,18,14,27,0,Tre Hagood missed Jumper.
Prairie View A&M;,Alabama A&M;,27,18,14,27,0,Jeremy Crutcher Block.
Prairie View A&M;,Alabama A&M;,27,18,14,29,0,Jose Long Defensive Rebound.
Prairie View A&M;,Alabama A&M;,27,18,14,37,0,Arthur Capers missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,27,18,14,37,0,Prairie View Defensive Rebound.
Prairie View A&M;,Alabama A&M;,27,18,15,10,0,John Brisco missed Jumper.
Prairie View A&M;,Alabama A&M;,27,18,15,10,0,Tre Hagood Offensive Rebound.
Prairie View A&M;,Alabama A&M;,27,18,15,20,0,John Brisco missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,27,18,15,20,0,Jeremy Crutcher Defensive Rebound.
Prairie View A&M;,Alabama A&M;,27,18,15,23,0,Foul on Hershey Robinson.
Prairie View A&M;,Alabama A&M;,27,18,15,23,0,Jeremy Crutcher missed Free Throw.
Prairie View A&M;,Alabama A&M;,27,18,15,23,0,Demondre Chapman Defensive Rebound.
Prairie View A&M;,Alabama A&M;,27,18,15,28,0,Prairie View  Timeout
Prairie View A&M;,Alabama A&M;,27,18,15,55,0,John Brisco missed Jumper.
Prairie View A&M;,Alabama A&M;,27,18,15,55,0,Demondre Chapman Offensive Rebound.
Prairie View A&M;,Alabama A&M;,27,18,15,58,0,Demondre Chapman missed Jumper.
Prairie View A&M;,Alabama A&M;,27,18,15,58,0,Prairie View Offensive Rebound.
Prairie View A&M;,Alabama A&M;,27,18,16,16,0,Montrael Scott missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,27,18,16,16,0,Hershey Robinson Offensive Rebound.
Prairie View A&M;,Alabama A&M;,29,18,16,22,1,Hershey Robinson made Layup.
Prairie View A&M;,Alabama A&M;,29,20,16,44,1,Brandon Ellis made Layup.
Prairie View A&M;,Alabama A&M;,29,20,17,11,0,Montrael Scott missed Jumper.
Prairie View A&M;,Alabama A&M;,29,20,17,11,0,Brandon Ellis Block.
Prairie View A&M;,Alabama A&M;,29,20,17,14,0,Brandon Ellis Defensive Rebound.
Prairie View A&M;,Alabama A&M;,29,20,17,17,0,Jeremy Crutcher Turnover.
Prairie View A&M;,Alabama A&M;,29,20,17,18,0,Tre Hagood Steal.
Prairie View A&M;,Alabama A&M;,29,20,17,25,0,Karim York missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,29,20,17,25,0,Montrael Scott Offensive Rebound.
Prairie View A&M;,Alabama A&M;,29,20,17,30,0,Demondre Chapman missed Jumper.
Prairie View A&M;,Alabama A&M;,29,20,17,30,0,Justan Banks Block.
Prairie View A&M;,Alabama A&M;,29,20,17,32,0,Jeremy Crutcher Defensive Rebound.
Prairie View A&M;,Alabama A&M;,29,20,17,38,0,Jeremy Crutcher Turnover.
Prairie View A&M;,Alabama A&M;,29,20,17,39,0,Karim York Steal.
Prairie View A&M;,Alabama A&M;,31,20,17,40,1,Demondre Chapman made Layup. Assisted by Karim York.
Prairie View A&M;,Alabama A&M;,31,20,18,0,0,Brandon Ellis missed Jumper.
Prairie View A&M;,Alabama A&M;,31,20,18,0,0,Tre Hagood Defensive Rebound.
Prairie View A&M;,Alabama A&M;,31,20,18,32,0,Demondre Chapman Turnover.
Prairie View A&M;,Alabama A&M;,31,20,18,32,0,Official TV Timeout
Prairie View A&M;,Alabama A&M;,31,20,19,4,0,Jerome Hunter missed Jumper.
Prairie View A&M;,Alabama A&M;,31,20,19,4,0,Arthur Capers Offensive Rebound.
Prairie View A&M;,Alabama A&M;,31,20,19,10,0,Jeremy Crutcher missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,31,20,19,10,0,Rasi Jenkins Defensive Rebound.
Prairie View A&M;,Alabama A&M;,33,20,19,31,1,Demondre Chapman made Dunk. Assisted by Tre Hagood.
Prairie View A&M;,Alabama A&M;,33,22,19,59,1,Jerome Hunter made Dunk. Assisted by Green Hill.
Prairie View A&M;,Alabama A&M;,33,22,20,0,0,End of 1st half
Prairie View A&M;,Alabama A&M;,35,22,20,15,1,Louis Munks made Jumper. Assisted by Jules Montgomery.
Prairie View A&M;,Alabama A&M;,35,22,20,36,0,Nicholas West missed Jumper.
Prairie View A&M;,Alabama A&M;,35,22,20,36,0,Jules Montgomery Block.
Prairie View A&M;,Alabama A&M;,35,22,20,39,0,Reggis Onwukamuche Defensive Rebound.
Prairie View A&M;,Alabama A&M;,35,22,21,2,0,Tre Hagood missed Jumper.
Prairie View A&M;,Alabama A&M;,35,22,21,2,0,Justan Banks Block.
Prairie View A&M;,Alabama A&M;,35,22,21,3,0,Brandon Ellis Defensive Rebound.
Prairie View A&M;,Alabama A&M;,35,22,21,6,0,Brandon Ellis Turnover.
Prairie View A&M;,Alabama A&M;,35,22,21,7,0,Tre Hagood Steal.
Prairie View A&M;,Alabama A&M;,35,22,21,13,0,Foul on Justan Banks.
Prairie View A&M;,Alabama A&M;,36,22,21,13,1,Louis Munks made Free Throw.
Prairie View A&M;,Alabama A&M;,37,22,21,13,1,Louis Munks made Free Throw.
Prairie View A&M;,Alabama A&M;,37,22,21,45,0,Arthur Capers missed Jumper.
Prairie View A&M;,Alabama A&M;,37,22,21,45,0,Reggis Onwukamuche Defensive Rebound.
Prairie View A&M;,Alabama A&M;,37,22,21,52,0,Montrael Scott missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,37,22,21,52,0,Jeremy Crutcher Defensive Rebound.
Prairie View A&M;,Alabama A&M;,37,22,22,2,0,Jeremy Crutcher missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,37,22,22,2,0,Prairie View Defensive Rebound.
Prairie View A&M;,Alabama A&M;,37,22,22,38,0,Montrael Scott Turnover.
Prairie View A&M;,Alabama A&M;,37,22,22,41,0,Justan Banks Steal.
Prairie View A&M;,Alabama A&M;,37,22,23,1,0,Foul on Reggis Onwukamuche.
Prairie View A&M;,Alabama A&M;,37,23,23,1,1,Brandon Ellis made Free Throw.
Prairie View A&M;,Alabama A&M;,37,23,23,1,0,Brandon Ellis missed Free Throw.
Prairie View A&M;,Alabama A&M;,37,23,23,1,0,Louis Munks Defensive Rebound.
Prairie View A&M;,Alabama A&M;,37,23,23,13,0,Louis Munks Turnover.
Prairie View A&M;,Alabama A&M;,37,23,23,41,0,Jeremy Crutcher missed Jumper.
Prairie View A&M;,Alabama A&M;,37,23,23,41,0,Jules Montgomery Block.
Prairie View A&M;,Alabama A&M;,37,23,23,43,0,Justan Banks Offensive Rebound.
Prairie View A&M;,Alabama A&M;,37,23,23,47,0,Nicholas West missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,37,23,23,47,0,Justan Banks Offensive Rebound.
Prairie View A&M;,Alabama A&M;,37,23,23,48,0,Justan Banks missed Jumper.
Prairie View A&M;,Alabama A&M;,37,23,23,48,0,Jeremy Crutcher Offensive Rebound.
Prairie View A&M;,Alabama A&M;,37,25,24,4,1,Arthur Capers made Layup.
Prairie View A&M;,Alabama A&M;,37,25,24,26,0,Tre Hagood missed Jumper.
Prairie View A&M;,Alabama A&M;,37,25,24,26,0,Jules Montgomery Offensive Rebound.
Prairie View A&M;,Alabama A&M;,37,25,24,33,0,Jules Montgomery missed Jumper.
Prairie View A&M;,Alabama A&M;,37,25,24,33,0,Demondre Chapman Offensive Rebound.
Prairie View A&M;,Alabama A&M;,37,25,24,36,0,Demondre Chapman Turnover.
Prairie View A&M;,Alabama A&M;,37,25,24,36,0,Nicholas West Steal.
Prairie View A&M;,Alabama A&M;,37,25,24,40,0,Arthur Capers missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,37,25,24,40,0,Montrael Scott Defensive Rebound.
Prairie View A&M;,Alabama A&M;,37,25,25,16,0,Tre Hagood missed Jumper.
Prairie View A&M;,Alabama A&M;,37,25,25,16,0,Nicholas West Defensive Rebound.
Prairie View A&M;,Alabama A&M;,37,25,25,23,0,Jeremy Crutcher missed Jumper.
Prairie View A&M;,Alabama A&M;,37,25,25,23,0,Tre Hagood Defensive Rebound.
Prairie View A&M;,Alabama A&M;,37,25,25,31,0,Tre Hagood Turnover.
Prairie View A&M;,Alabama A&M;,37,25,25,31,0,Official TV Timeout
Prairie View A&M;,Alabama A&M;,37,25,25,51,0,Nicholas West missed Jumper.
Prairie View A&M;,Alabama A&M;,37,25,25,51,0,Rasi Jenkins Block.
Prairie View A&M;,Alabama A&M;,37,25,25,53,0,Brandon Ellis Offensive Rebound.
Prairie View A&M;,Alabama A&M;,37,25,25,55,0,Brandon Ellis missed Jumper.
Prairie View A&M;,Alabama A&M;,37,25,25,55,0,Alabama A&M; Offensive Rebound.
Prairie View A&M;,Alabama A&M;,37,27,25,58,1,Demarquelle Tabb made Layup. Assisted by Jeremy Crutcher.
Prairie View A&M;,Alabama A&M;,37,27,25,58,0,Foul on Jules Montgomery.
Prairie View A&M;,Alabama A&M;,37,28,25,58,1,Demarquelle Tabb made Free Throw.
Prairie View A&M;,Alabama A&M;,37,28,26,19,0,Demondre Chapman missed Layup.
Prairie View A&M;,Alabama A&M;,37,28,26,19,0,Louis Munks Offensive Rebound.
Prairie View A&M;,Alabama A&M;,37,28,26,52,0,Tre Hagood missed Jumper.
Prairie View A&M;,Alabama A&M;,37,28,26,52,0,Rasi Jenkins Offensive Rebound.
Prairie View A&M;,Alabama A&M;,37,28,26,57,0,Rasi Jenkins missed Jumper.
Prairie View A&M;,Alabama A&M;,37,28,26,57,0,Nicholas West Block.
Prairie View A&M;,Alabama A&M;,37,28,26,59,0,Nicholas West Defensive Rebound.
Prairie View A&M;,Alabama A&M;,37,28,27,30,0,Green Hill missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,37,28,27,30,0,Demondre Chapman Defensive Rebound.
Prairie View A&M;,Alabama A&M;,37,28,28,5,0,Foul on Demarquelle Tabb.
Prairie View A&M;,Alabama A&M;,37,28,28,5,0,Official TV Timeout
Prairie View A&M;,Alabama A&M;,37,28,28,5,0,Tre Hagood missed Free Throw.
Prairie View A&M;,Alabama A&M;,37,28,28,5,0,Prairie View Deadball Team Rebound.
Prairie View A&M;,Alabama A&M;,37,28,28,5,0,Tre Hagood missed Free Throw.
Prairie View A&M;,Alabama A&M;,37,28,28,5,0,Rasi Jenkins Offensive Rebound.
Prairie View A&M;,Alabama A&M;,37,28,28,6,0,Tre Hagood missed Jumper.
Prairie View A&M;,Alabama A&M;,37,28,28,6,0,Jeremy Crutcher Defensive Rebound.
Prairie View A&M;,Alabama A&M;,37,28,28,31,0,Green Hill missed Jumper.
Prairie View A&M;,Alabama A&M;,37,28,28,31,0,Demarquelle Tabb Offensive Rebound.
Prairie View A&M;,Alabama A&M;,37,28,28,37,0,Green Hill Turnover.
Prairie View A&M;,Alabama A&M;,37,28,28,38,0,John Brisco Steal.
Prairie View A&M;,Alabama A&M;,37,28,28,43,0,Foul on Demarquelle Tabb.
Prairie View A&M;,Alabama A&M;,37,28,28,43,0,John Brisco missed Free Throw.
Prairie View A&M;,Alabama A&M;,37,28,28,43,0,Prairie View Deadball Team Rebound.
Prairie View A&M;,Alabama A&M;,38,28,28,43,1,John Brisco made Free Throw.
Prairie View A&M;,Alabama A&M;,38,28,29,11,0,Jeremy Crutcher missed Jumper.
Prairie View A&M;,Alabama A&M;,38,28,29,11,0,John Brisco Defensive Rebound.
Prairie View A&M;,Alabama A&M;,38,28,29,38,0,Demondre Chapman missed Jumper.
Prairie View A&M;,Alabama A&M;,38,28,29,38,0,Nicholas West Defensive Rebound.
Prairie View A&M;,Alabama A&M;,38,28,29,56,0,Foul on Rasi Jenkins.
Prairie View A&M;,Alabama A&M;,38,28,29,57,0,Jose Long missed Jumper.
Prairie View A&M;,Alabama A&M;,38,28,29,57,0,Nicholas West Offensive Rebound.
Prairie View A&M;,Alabama A&M;,38,28,30,2,0,Foul on Hershey Robinson.
Prairie View A&M;,Alabama A&M;,38,28,30,2,0,Nicholas West missed Jumper.
Prairie View A&M;,Alabama A&M;,38,28,30,2,0,Tre Hagood Defensive Rebound.
Prairie View A&M;,Alabama A&M;,40,28,30,2,1,Louis Munks made Layup. Assisted by Tre Hagood.
Prairie View A&M;,Alabama A&M;,40,28,30,20,0,Foul on Hershey Robinson.
Prairie View A&M;,Alabama A&M;,40,28,30,24,0,Foul on Jules Montgomery.
Prairie View A&M;,Alabama A&M;,40,29,30,24,1,Nicholas West made Free Throw.
Prairie View A&M;,Alabama A&M;,40,29,30,24,0,Nicholas West missed Free Throw.
Prairie View A&M;,Alabama A&M;,40,29,30,24,0,Louis Munks Defensive Rebound.
Prairie View A&M;,Alabama A&M;,40,29,30,43,0,Rasi Jenkins Turnover.
Prairie View A&M;,Alabama A&M;,40,29,30,44,0,Jose Long Steal.
Prairie View A&M;,Alabama A&M;,40,29,30,55,0,Foul on Demondre Chapman.
Prairie View A&M;,Alabama A&M;,40,30,30,55,1,Nicholas West made Free Throw.
Prairie View A&M;,Alabama A&M;,40,31,30,55,1,Nicholas West made Free Throw.
Prairie View A&M;,Alabama A&M;,40,31,31,28,0,Montrael Scott Turnover.
Prairie View A&M;,Alabama A&M;,40,31,31,29,0,Nicholas West Steal.
Prairie View A&M;,Alabama A&M;,40,31,31,31,0,Jeremy Crutcher missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,40,31,31,31,0,Prairie View Defensive Rebound.
Prairie View A&M;,Alabama A&M;,40,31,31,59,0,Rasi Jenkins missed Jumper.
Prairie View A&M;,Alabama A&M;,40,31,31,59,0,Jose Long Block.
Prairie View A&M;,Alabama A&M;,40,31,32,2,0,Tre Hagood Offensive Rebound.
Prairie View A&M;,Alabama A&M;,40,31,32,6,0,Demondre Chapman missed Jumper.
Prairie View A&M;,Alabama A&M;,40,31,32,6,0,Nicholas West Block.
Prairie View A&M;,Alabama A&M;,40,31,32,9,0,Tre Hagood Offensive Rebound.
Prairie View A&M;,Alabama A&M;,40,31,32,9,0,Prairie View  Turnover.
Prairie View A&M;,Alabama A&M;,40,31,32,9,0,Official TV Timeout
Prairie View A&M;,Alabama A&M;,40,31,32,34,0,Foul on Rasi Jenkins.
Prairie View A&M;,Alabama A&M;,40,31,32,34,0,Jeremy Crutcher missed Free Throw.
Prairie View A&M;,Alabama A&M;,40,31,32,34,0,Alabama A&M; Deadball Team Rebound.
Prairie View A&M;,Alabama A&M;,40,32,32,34,1,Jeremy Crutcher made Free Throw.
Prairie View A&M;,Alabama A&M;,40,32,32,48,0,Foul on Nicholas West.
Prairie View A&M;,Alabama A&M;,42,32,32,52,1,Montrael Scott made Jumper.
Prairie View A&M;,Alabama A&M;,42,34,33,21,1,Jeremy Crutcher made Jumper.
Prairie View A&M;,Alabama A&M;,42,34,33,35,0,Hershey Robinson Turnover.
Prairie View A&M;,Alabama A&M;,42,36,33,57,1,Jeremy Crutcher made Jumper.
Prairie View A&M;,Alabama A&M;,42,36,34,3,0,Foul on Jeremy Crutcher.
Prairie View A&M;,Alabama A&M;,42,36,34,31,0,Foul on Jeremy Crutcher.
Prairie View A&M;,Alabama A&M;,42,36,34,41,0,Prairie View  Timeout
Prairie View A&M;,Alabama A&M;,42,36,34,43,0,John Brisco missed Jumper.
Prairie View A&M;,Alabama A&M;,42,36,34,43,0,Brandon Ellis Defensive Rebound.
Prairie View A&M;,Alabama A&M;,42,36,34,52,0,Brandon Ellis Turnover.
Prairie View A&M;,Alabama A&M;,42,36,34,53,0,Montrael Scott Steal.
Prairie View A&M;,Alabama A&M;,44,36,34,59,1,Demondre Chapman made Layup. Assisted by John Brisco.
Prairie View A&M;,Alabama A&M;,44,36,35,34,0,Jeremy Crutcher Turnover.
Prairie View A&M;,Alabama A&M;,44,36,35,35,0,Tre Hagood Steal.
Prairie View A&M;,Alabama A&M;,44,36,35,35,0,Foul on Green Hill.
Prairie View A&M;,Alabama A&M;,44,36,35,35,0,Tre Hagood missed Free Throw.
Prairie View A&M;,Alabama A&M;,44,36,35,35,0,Nicholas West Defensive Rebound.
Prairie View A&M;,Alabama A&M;,44,36,35,55,0,Foul on Jules Montgomery.
Prairie View A&M;,Alabama A&M;,44,37,35,55,1,Nicholas West made Free Throw.
Prairie View A&M;,Alabama A&M;,44,38,35,55,1,Nicholas West made Free Throw.
Prairie View A&M;,Alabama A&M;,44,38,36,1,0,John Brisco Turnover.
Prairie View A&M;,Alabama A&M;,44,38,36,2,0,Nicholas West Steal.
Prairie View A&M;,Alabama A&M;,44,40,36,7,1,Jeremy Crutcher made Layup.
Prairie View A&M;,Alabama A&M;,44,40,36,41,0,Foul on Jeremy Crutcher.
Prairie View A&M;,Alabama A&M;,44,40,36,41,0,Official TV Timeout
Prairie View A&M;,Alabama A&M;,45,40,36,41,1,Tre Hagood made Free Throw.
Prairie View A&M;,Alabama A&M;,46,40,36,41,1,Tre Hagood made Free Throw.
Prairie View A&M;,Alabama A&M;,46,40,36,58,0,Brandon Ellis missed Jumper.
Prairie View A&M;,Alabama A&M;,46,40,36,58,0,Demondre Chapman Block.
Prairie View A&M;,Alabama A&M;,46,40,37,0,0,Demondre Chapman Defensive Rebound.
Prairie View A&M;,Alabama A&M;,48,40,37,27,1,Demondre Chapman made Dunk. Assisted by Tre Hagood.
Prairie View A&M;,Alabama A&M;,48,40,37,43,0,Brandon Ellis missed Jumper.
Prairie View A&M;,Alabama A&M;,48,40,37,43,0,Montrael Scott Defensive Rebound.
Prairie View A&M;,Alabama A&M;,48,40,38,4,0,Foul on Nicholas West.
Prairie View A&M;,Alabama A&M;,48,40,38,4,0,Louis Munks missed Free Throw.
Prairie View A&M;,Alabama A&M;,48,40,38,4,0,Prairie View Deadball Team Rebound.
Prairie View A&M;,Alabama A&M;,48,40,38,4,0,Louis Munks missed Free Throw.
Prairie View A&M;,Alabama A&M;,48,40,38,4,0,Nicholas West Defensive Rebound.
Prairie View A&M;,Alabama A&M;,48,40,38,23,0,Foul on Demondre Chapman.
Prairie View A&M;,Alabama A&M;,48,41,38,23,1,Nicholas West made Free Throw.
