Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Texas A&M-CC;,UT San Antonio,0,3,0,30,1,Jordan Sims made Three Point Jumper. Assisted by Devon Agusi.
Texas A&M-CC;,UT San Antonio,0,3,0,48,0,Foul on Devon Agusi.
Texas A&M-CC;,UT San Antonio,0,3,1,12,0,Jeff Beverly missed Jumper.
Texas A&M-CC;,UT San Antonio,0,3,1,12,0,Devon Agusi Defensive Rebound.
Texas A&M-CC;,UT San Antonio,0,6,1,48,1,Keon Lewis made Three Point Jumper. Assisted by Devon Agusi.
Texas A&M-CC;,UT San Antonio,2,6,2,7,1,Joy Williamson made Layup.
Texas A&M-CC;,UT San Antonio,2,6,2,29,0,Jordan Sims missed Three Point Jumper.
Texas A&M-CC;,UT San Antonio,2,6,2,29,0,Tyler Wood Offensive Rebound.
Texas A&M-CC;,UT San Antonio,2,8,2,33,1,Tyler Wood made Layup.
Texas A&M-CC;,UT San Antonio,2,8,2,58,0,Foul on Jeff Beverly.
Texas A&M-CC;,UT San Antonio,2,8,2,58,0,Jeff Beverly Turnover.
Texas A&M-CC;,UT San Antonio,2,8,3,21,0,Foul on Jeff Beverly.
Texas A&M-CC;,UT San Antonio,2,10,3,38,1,Keon Lewis made Jumper.
Texas A&M-CC;,UT San Antonio,4,10,4,2,1,Zane Knowles made Layup.
Texas A&M-CC;,UT San Antonio,4,10,4,37,0,Foul on Johnathan Jordan.
Texas A&M-CC;,UT San Antonio,4,10,4,37,0,Official TV Timeout
Texas A&M-CC;,UT San Antonio,4,10,4,46,0,Hyjii Thomas Turnover.
Texas A&M-CC;,UT San Antonio,4,10,4,47,0,Zane Knowles Steal.
Texas A&M-CC;,UT San Antonio,4,10,4,54,0,Johnathan Jordan missed Jumper.
Texas A&M-CC;,UT San Antonio,4,10,4,54,0,Edrico McGregor Defensive Rebound.
Texas A&M-CC;,UT San Antonio,4,13,5,5,1,Jordan Sims made Three Point Jumper. Assisted by Keon Lewis.
Texas A&M-CC;,UT San Antonio,6,13,5,16,1,Zane Knowles made Jumper.
Texas A&M-CC;,UT San Antonio,6,15,5,37,1,Hyjii Thomas made Layup.
Texas A&M-CC;,UT San Antonio,6,15,6,1,0,Hameed Ali missed Jumper.
Texas A&M-CC;,UT San Antonio,6,15,6,1,0,Edrico McGregor Defensive Rebound.
Texas A&M-CC;,UT San Antonio,6,15,6,9,0,Foul on Joy Williamson.
Texas A&M-CC;,UT San Antonio,6,17,6,30,1,Hyjii Thomas made Jumper.
Texas A&M-CC;,UT San Antonio,6,17,6,52,0,Johnathan Jordan missed Three Point Jumper.
Texas A&M-CC;,UT San Antonio,6,17,6,52,0,UT-San Antonio Defensive Rebound.
Texas A&M-CC;,UT San Antonio,6,20,7,19,1,Keon Lewis made Three Point Jumper. Assisted by George Matthews.
Texas A&M-CC;,UT San Antonio,6,20,7,39,0,Cole Martinez missed Three Point Jumper.
