Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Prairie View A&M;,Texas A&M;,11,11,6,5,0,Foul on Tavario Miller.
Prairie View A&M;,Texas A&M;,11,11,6,9,0,John Brisco missed Jumper.
Prairie View A&M;,Texas A&M;,11,11,6,9,0,Antwan Space Block.
Prairie View A&M;,Texas A&M;,11,11,6,12,0,Jamal Jones Defensive Rebound.
Prairie View A&M;,Texas A&M;,11,11,6,16,0,Foul on Jules Montgomery.
Prairie View A&M;,Texas A&M;,11,11,6,16,0,Shawn Smith missed Free Throw.
Prairie View A&M;,Texas A&M;,11,11,6,16,0,Texas A&M; Deadball Team Rebound.
Prairie View A&M;,Texas A&M;,11,12,6,16,1,Shawn Smith made Free Throw.
Prairie View A&M;,Texas A&M;,11,12,6,29,0,Jules Montgomery Turnover.
Prairie View A&M;,Texas A&M;,11,12,6,31,0,Fabyon Harris Steal.
Prairie View A&M;,Texas A&M;,11,12,6,32,0,Fabyon Harris Turnover.
Prairie View A&M;,Texas A&M;,11,12,6,50,0,Foul on Tavario Miller.
Prairie View A&M;,Texas A&M;,11,12,7,10,0,Karim York missed Jumper.
Prairie View A&M;,Texas A&M;,11,12,7,10,0,Kourtney Roberson Defensive Rebound.
Prairie View A&M;,Texas A&M;,11,12,7,28,0,Shawn Smith missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,11,12,7,28,0,Jamal Jones Offensive Rebound.
Prairie View A&M;,Texas A&M;,11,14,7,31,1,Jamal Jones made Layup.
Prairie View A&M;,Texas A&M;,11,14,8,4,0,Andre Adams missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,11,14,8,4,0,Jules Montgomery Offensive Rebound.
Prairie View A&M;,Texas A&M;,11,14,8,7,0,Jules Montgomery missed Jumper.
Prairie View A&M;,Texas A&M;,11,14,8,7,0,Fabyon Harris Defensive Rebound.
Prairie View A&M;,Texas A&M;,11,16,8,16,1,Davonte Fitzgerald made Layup. Assisted by Fabyon Harris.
Prairie View A&M;,Texas A&M;,11,16,8,16,0,Foul on Reggis Onwukamuche.
Prairie View A&M;,Texas A&M;,11,16,8,16,0,Official TV Timeout
Prairie View A&M;,Texas A&M;,11,16,8,16,0,Davonte Fitzgerald missed Free Throw.
Prairie View A&M;,Texas A&M;,11,16,8,16,0,Reggis Onwukamuche Defensive Rebound.
Prairie View A&M;,Texas A&M;,11,16,8,29,0,Reggis Onwukamuche Turnover.
Prairie View A&M;,Texas A&M;,11,16,8,44,0,Jordan Green missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,11,16,8,44,0,Prairie View Defensive Rebound.
Prairie View A&M;,Texas A&M;,11,16,9,1,0,Montrael Scott Turnover.
Prairie View A&M;,Texas A&M;,11,16,9,29,0,Foul on Tre Hagood.
Prairie View A&M;,Texas A&M;,11,17,9,29,1,Jamal Jones made Free Throw.
Prairie View A&M;,Texas A&M;,11,17,9,29,0,Jamal Jones missed Free Throw.
Prairie View A&M;,Texas A&M;,11,17,9,29,0,Rasi Jenkins Defensive Rebound.
Prairie View A&M;,Texas A&M;,11,17,9,57,0,Montrael Scott missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,11,17,9,57,0,Kourtney Roberson Defensive Rebound.
Prairie View A&M;,Texas A&M;,11,19,10,0,1,Jamal Jones made Layup. Assisted by Kourtney Roberson.
Prairie View A&M;,Texas A&M;,11,19,10,0,0,Foul on Tre Hagood.
Prairie View A&M;,Texas A&M;,11,20,10,0,1,Jamal Jones made Free Throw.
Prairie View A&M;,Texas A&M;,11,20,10,16,0,Hershey Robinson missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,11,20,10,16,0,Jamal Jones Defensive Rebound.
Prairie View A&M;,Texas A&M;,11,22,10,26,1,Jamal Jones made Jumper. Assisted by Alex Caruso.
Prairie View A&M;,Texas A&M;,11,22,10,57,0,Hershey Robinson Turnover.
Prairie View A&M;,Texas A&M;,11,22,10,57,0,Alex Caruso Steal.
Prairie View A&M;,Texas A&M;,11,22,10,58,0,Alex Caruso missed Dunk.
Prairie View A&M;,Texas A&M;,11,22,10,58,0,Jordan Green Offensive Rebound.
Prairie View A&M;,Texas A&M;,11,24,11,1,1,Jordan Green made Layup.
Prairie View A&M;,Texas A&M;,13,24,11,29,1,Montrael Scott made Layup. Assisted by John Brisco.
Prairie View A&M;,Texas A&M;,13,24,11,29,0,Foul on Jordan Green.
Prairie View A&M;,Texas A&M;,13,24,11,29,0,Montrael Scott missed Free Throw.
Prairie View A&M;,Texas A&M;,13,24,11,29,0,Texas A&M; Defensive Rebound.
Prairie View A&M;,Texas A&M;,13,24,11,29,0,Foul on Rasi Jenkins.
Prairie View A&M;,Texas A&M;,13,25,11,29,1,Jordan Green made Free Throw.
Prairie View A&M;,Texas A&M;,13,26,11,29,1,Jordan Green made Free Throw.
Prairie View A&M;,Texas A&M;,13,26,11,39,0,Louis Munks Turnover.
Prairie View A&M;,Texas A&M;,13,26,11,55,0,Jordan Green Turnover.
Prairie View A&M;,Texas A&M;,15,26,11,57,1,Montrael Scott made Layup.
Prairie View A&M;,Texas A&M;,15,26,12,8,0,Jordan Green Turnover.
Prairie View A&M;,Texas A&M;,15,26,12,8,0,Official TV Timeout
Prairie View A&M;,Texas A&M;,15,26,12,34,0,Montrael Scott missed Jumper.
Prairie View A&M;,Texas A&M;,15,26,12,34,0,Shawn Smith Defensive Rebound.
Prairie View A&M;,Texas A&M;,15,26,12,56,0,Jordan Green missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,15,26,12,56,0,Louis Munks Defensive Rebound.
Prairie View A&M;,Texas A&M;,18,26,13,11,1,John Brisco made Three Point Jumper. Assisted by Montrael Scott.
Prairie View A&M;,Texas A&M;,18,26,13,31,0,Jamal Jones missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,18,26,13,31,0,Prairie View Defensive Rebound.
Prairie View A&M;,Texas A&M;,18,26,13,34,0,Foul on Jordan Green.
Prairie View A&M;,Texas A&M;,18,26,13,59,0,John Brisco missed Jumper.
Prairie View A&M;,Texas A&M;,18,26,13,59,0,Prairie View Offensive Rebound.
Prairie View A&M;,Texas A&M;,20,26,14,7,1,Rasi Jenkins made Jumper. Assisted by John Brisco.
Prairie View A&M;,Texas A&M;,20,28,14,20,1,Antwan Space made Dunk. Assisted by Shawn Smith.
Prairie View A&M;,Texas A&M;,20,28,14,43,0,John Brisco missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,20,28,14,43,0,Antwan Space Defensive Rebound.
Prairie View A&M;,Texas A&M;,20,28,14,51,0,Foul on John Brisco.
Prairie View A&M;,Texas A&M;,20,29,14,51,1,Shawn Smith made Free Throw.
Prairie View A&M;,Texas A&M;,20,29,14,51,0,Shawn Smith missed Free Throw.
Prairie View A&M;,Texas A&M;,20,29,14,51,0,Kourtney Roberson Offensive Rebound.
Prairie View A&M;,Texas A&M;,20,29,14,54,0,Foul on Andre Adams.
Prairie View A&M;,Texas A&M;,20,30,14,54,1,Kourtney Roberson made Free Throw.
Prairie View A&M;,Texas A&M;,20,31,14,54,1,Kourtney Roberson made Free Throw.
Prairie View A&M;,Texas A&M;,20,31,15,4,0,Jules Montgomery missed Jumper.
Prairie View A&M;,Texas A&M;,20,31,15,4,0,Antwan Space Defensive Rebound.
Prairie View A&M;,Texas A&M;,20,31,15,6,0,Foul on John Brisco.
Prairie View A&M;,Texas A&M;,20,32,15,6,1,Antwan Space made Free Throw.
Prairie View A&M;,Texas A&M;,20,33,15,6,1,Antwan Space made Free Throw.
Prairie View A&M;,Texas A&M;,20,33,15,38,0,Karim York Turnover.
Prairie View A&M;,Texas A&M;,20,33,15,38,0,Kourtney Roberson Steal.
Prairie View A&M;,Texas A&M;,20,33,15,55,0,Alex Caruso missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,20,33,15,55,0,Patrick Agho Defensive Rebound.
Prairie View A&M;,Texas A&M;,20,33,16,13,0,John Brisco Turnover.
Prairie View A&M;,Texas A&M;,20,33,16,14,0,Alex Caruso Steal.
Prairie View A&M;,Texas A&M;,20,33,16,38,0,Official TV Timeout
Prairie View A&M;,Texas A&M;,20,33,16,39,0,Davonte Fitzgerald missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,20,33,16,39,0,Louis Munks Defensive Rebound.
Prairie View A&M;,Texas A&M;,20,33,16,42,0,Foul on Kourtney Roberson.
Prairie View A&M;,Texas A&M;,21,33,16,42,1,Louis Munks made Free Throw.
Prairie View A&M;,Texas A&M;,22,33,16,42,1,Louis Munks made Free Throw.
Prairie View A&M;,Texas A&M;,22,33,17,1,0,Jamal Jones missed Jumper.
Prairie View A&M;,Texas A&M;,22,33,17,1,0,Jamal Jones Offensive Rebound.
Prairie View A&M;,Texas A&M;,22,33,17,5,0,Jamal Jones missed Two Point Tip Shot.
Prairie View A&M;,Texas A&M;,22,33,17,5,0,Texas A&M; Offensive Rebound.
Prairie View A&M;,Texas A&M;,22,33,17,24,0,Texas A&M;  Timeout
Prairie View A&M;,Texas A&M;,22,33,17,38,0,Fabyon Harris missed Layup.
Prairie View A&M;,Texas A&M;,22,33,17,38,0,Karim York Block.
Prairie View A&M;,Texas A&M;,22,33,17,39,0,Texas A&M; Offensive Rebound.
Prairie View A&M;,Texas A&M;,22,33,17,39,0,Foul on Louis Munks.
Prairie View A&M;,Texas A&M;,22,34,17,39,1,Antwan Space made Free Throw.
Prairie View A&M;,Texas A&M;,22,34,17,39,0,Antwan Space missed Free Throw.
Prairie View A&M;,Texas A&M;,22,34,17,39,0,Karim York Defensive Rebound.
Prairie View A&M;,Texas A&M;,22,34,18,14,0,Karim York missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,22,34,18,14,0,Texas A&M; Deadball Team Rebound.
Prairie View A&M;,Texas A&M;,22,36,18,27,1,Alex Caruso made Layup.
Prairie View A&M;,Texas A&M;,24,36,18,33,1,Louis Munks made Layup. Assisted by Tre Hagood.
Prairie View A&M;,Texas A&M;,24,36,18,45,0,Alex Caruso Turnover.
Prairie View A&M;,Texas A&M;,24,36,18,46,0,Karim York Steal.
Prairie View A&M;,Texas A&M;,24,36,18,46,0,Foul on Fabyon Harris.
Prairie View A&M;,Texas A&M;,25,36,18,46,1,Louis Munks made Free Throw.
Prairie View A&M;,Texas A&M;,26,36,18,46,1,Louis Munks made Free Throw.
Prairie View A&M;,Texas A&M;,26,38,19,11,1,Antwan Space made Jumper. Assisted by Alex Caruso.
Prairie View A&M;,Texas A&M;,26,38,19,49,0,Karim York missed Jumper.
Prairie View A&M;,Texas A&M;,26,38,19,49,0,Reggis Onwukamuche Offensive Rebound.
Prairie View A&M;,Texas A&M;,26,38,19,51,0,Foul on John Brisco.
Prairie View A&M;,Texas A&M;,26,38,19,51,0,John Brisco Turnover.
Prairie View A&M;,Texas A&M;,26,40,19,57,1,Alex Caruso made Jumper.
Prairie View A&M;,Texas A&M;,26,40,20,0,0,End of 1st half
Prairie View A&M;,Texas A&M;,26,40,20,17,0,Foul on Jordan Green.
Prairie View A&M;,Texas A&M;,26,40,20,37,0,Louis Munks missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,26,40,20,37,0,Shawn Smith Defensive Rebound.
Prairie View A&M;,Texas A&M;,26,40,20,44,0,Shawn Smith Turnover.
Prairie View A&M;,Texas A&M;,26,40,20,46,0,Demondre Chapman Steal.
Prairie View A&M;,Texas A&M;,26,40,20,59,0,Montrael Scott Turnover.
Prairie View A&M;,Texas A&M;,26,40,21,1,0,Alex Caruso Steal.
Prairie View A&M;,Texas A&M;,26,40,21,13,0,Shawn Smith missed Jumper.
Prairie View A&M;,Texas A&M;,26,40,21,13,0,Louis Munks Defensive Rebound.
Prairie View A&M;,Texas A&M;,26,40,21,37,0,Jules Montgomery Turnover.
Prairie View A&M;,Texas A&M;,26,40,21,38,0,Jamal Jones Steal.
Prairie View A&M;,Texas A&M;,26,40,21,40,0,Jamal Jones missed Layup.
Prairie View A&M;,Texas A&M;,26,40,21,40,0,Shawn Smith Offensive Rebound.
Prairie View A&M;,Texas A&M;,26,40,21,43,0,Foul on Tre Hagood.
Prairie View A&M;,Texas A&M;,26,41,21,43,1,Shawn Smith made Free Throw.
Prairie View A&M;,Texas A&M;,26,42,21,43,1,Shawn Smith made Free Throw.
Prairie View A&M;,Texas A&M;,26,42,22,8,0,Fabyon Harris Turnover.
Prairie View A&M;,Texas A&M;,26,44,22,11,1,Alex Caruso made Layup.
Prairie View A&M;,Texas A&M;,26,44,22,19,0,Montrael Scott missed Layup.
Prairie View A&M;,Texas A&M;,26,44,22,19,0,Alex Caruso Block.
Prairie View A&M;,Texas A&M;,26,44,22,20,0,Shawn Smith Defensive Rebound.
Prairie View A&M;,Texas A&M;,26,44,22,26,0,Shawn Smith Turnover.
Prairie View A&M;,Texas A&M;,26,44,22,28,0,Jules Montgomery Steal.
Prairie View A&M;,Texas A&M;,26,44,22,32,0,Rashaan Surles missed Jumper.
Prairie View A&M;,Texas A&M;,26,44,22,32,0,Montrael Scott Offensive Rebound.
Prairie View A&M;,Texas A&M;,28,44,22,35,1,Demondre Chapman made Layup. Assisted by Montrael Scott.
Prairie View A&M;,Texas A&M;,28,46,22,58,1,Alex Caruso made Layup.
Prairie View A&M;,Texas A&M;,28,46,23,26,0,Foul on Kourtney Roberson.
Prairie View A&M;,Texas A&M;,28,46,23,26,0,Demondre Chapman missed Free Throw.
Prairie View A&M;,Texas A&M;,28,46,23,26,0,Prairie View Deadball Team Rebound.
Prairie View A&M;,Texas A&M;,28,46,23,26,0,Demondre Chapman missed Free Throw.
Prairie View A&M;,Texas A&M;,28,46,23,26,0,Alex Caruso Defensive Rebound.
Prairie View A&M;,Texas A&M;,28,46,23,45,0,Foul on John Brisco.
Prairie View A&M;,Texas A&M;,28,46,24,12,0,Antwan Space missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,28,46,24,12,0,Jules Montgomery Defensive Rebound.
Prairie View A&M;,Texas A&M;,28,46,24,44,0,Montrael Scott missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,28,46,24,44,0,Demondre Chapman Offensive Rebound.
Prairie View A&M;,Texas A&M;,30,46,24,48,1,Demondre Chapman made Layup.
Prairie View A&M;,Texas A&M;,30,46,25,4,0,Fabyon Harris missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,30,46,25,4,0,Karim York Defensive Rebound.
Prairie View A&M;,Texas A&M;,30,46,25,11,0,Karim York Turnover.
Prairie View A&M;,Texas A&M;,30,46,25,12,0,Fabyon Harris Steal.
Prairie View A&M;,Texas A&M;,30,46,25,18,0,Foul on Jules Montgomery.
Prairie View A&M;,Texas A&M;,30,46,25,18,0,Official TV Timeout
Prairie View A&M;,Texas A&M;,30,46,25,18,0,Tavario Miller missed Free Throw.
Prairie View A&M;,Texas A&M;,30,46,25,18,0,Texas A&M; Deadball Team Rebound.
Prairie View A&M;,Texas A&M;,30,47,25,18,1,Tavario Miller made Free Throw.
Prairie View A&M;,Texas A&M;,30,47,25,27,0,Demondre Chapman missed Layup.
Prairie View A&M;,Texas A&M;,30,47,25,27,0,Tavario Miller Block.
Prairie View A&M;,Texas A&M;,30,47,25,29,0,Tavario Miller Defensive Rebound.
Prairie View A&M;,Texas A&M;,30,47,25,59,0,Alex Caruso missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,30,47,25,59,0,Karim York Defensive Rebound.
Prairie View A&M;,Texas A&M;,30,47,26,2,0,Foul on Antwan Space.
Prairie View A&M;,Texas A&M;,30,47,26,21,0,Demondre Chapman missed Free Throw.
Prairie View A&M;,Texas A&M;,30,47,26,21,0,Prairie View Deadball Team Rebound.
Prairie View A&M;,Texas A&M;,31,47,26,26,1,Demondre Chapman made Free Throw.
Prairie View A&M;,Texas A&M;,31,47,26,26,0,Foul on Tavario Miller.
Prairie View A&M;,Texas A&M;,31,49,26,59,1,Shawn Smith made Layup.
Prairie View A&M;,Texas A&M;,31,49,26,59,0,Foul on Jules Montgomery.
Prairie View A&M;,Texas A&M;,31,50,26,59,1,Shawn Smith made Free Throw.
Prairie View A&M;,Texas A&M;,33,50,27,23,1,Montrael Scott made Layup. Assisted by Rashaan Surles.
Prairie View A&M;,Texas A&M;,33,50,27,49,0,Jamal Jones missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,33,50,27,49,0,Kourtney Roberson Offensive Rebound.
Prairie View A&M;,Texas A&M;,33,52,27,53,1,Kourtney Roberson made Jumper.
Prairie View A&M;,Texas A&M;,33,52,28,4,0,Karim York missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,33,52,28,4,0,Fabyon Harris Defensive Rebound.
Prairie View A&M;,Texas A&M;,33,54,28,17,1,Jamal Jones made Layup. Assisted by Fabyon Harris.
Prairie View A&M;,Texas A&M;,33,54,28,19,0,Prairie View  Timeout
Prairie View A&M;,Texas A&M;,33,54,28,36,0,Montrael Scott missed Jumper.
Prairie View A&M;,Texas A&M;,33,54,28,36,0,Davonte Fitzgerald Defensive Rebound.
Prairie View A&M;,Texas A&M;,33,54,29,11,0,Davonte Fitzgerald missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,33,54,29,11,0,Shawn Smith Offensive Rebound.
Prairie View A&M;,Texas A&M;,33,54,29,15,0,Shawn Smith missed Layup.
Prairie View A&M;,Texas A&M;,33,54,29,15,0,Hershey Robinson Defensive Rebound.
Prairie View A&M;,Texas A&M;,36,54,29,23,1,Karim York made Three Point Jumper. Assisted by Tre Hagood.
Prairie View A&M;,Texas A&M;,36,54,29,48,0,Foul on Kourtney Roberson.
Prairie View A&M;,Texas A&M;,36,54,29,48,0,Kourtney Roberson Turnover.
Prairie View A&M;,Texas A&M;,36,54,29,48,0,Official TV Timeout
Prairie View A&M;,Texas A&M;,36,54,30,3,0,Reggis Onwukamuche missed Jumper.
Prairie View A&M;,Texas A&M;,36,54,30,3,0,Hershey Robinson Offensive Rebound.
Prairie View A&M;,Texas A&M;,38,54,30,5,1,Hershey Robinson made Jumper.
Prairie View A&M;,Texas A&M;,38,54,30,33,0,Foul on Karim York.
Prairie View A&M;,Texas A&M;,38,54,30,33,0,Fabyon Harris missed Free Throw.
Prairie View A&M;,Texas A&M;,38,54,30,33,0,Texas A&M; Deadball Team Rebound.
Prairie View A&M;,Texas A&M;,38,54,30,33,0,Fabyon Harris missed Free Throw.
Prairie View A&M;,Texas A&M;,38,54,30,33,0,Karim York Defensive Rebound.
Prairie View A&M;,Texas A&M;,38,54,30,47,0,Tre Hagood Turnover.
Prairie View A&M;,Texas A&M;,38,54,30,48,0,Fabyon Harris Steal.
Prairie View A&M;,Texas A&M;,38,54,30,50,0,Shawn Smith Turnover.
Prairie View A&M;,Texas A&M;,38,54,31,14,0,Foul on Fabyon Harris.
Prairie View A&M;,Texas A&M;,41,54,31,42,1,John Brisco made Three Point Jumper. Assisted by Hershey Robinson.
Prairie View A&M;,Texas A&M;,41,54,32,4,0,Foul on Karim York.
Prairie View A&M;,Texas A&M;,41,54,32,4,0,Official TV Timeout
Prairie View A&M;,Texas A&M;,41,55,32,4,1,Jordan Green made Free Throw.
Prairie View A&M;,Texas A&M;,41,56,32,4,1,Jordan Green made Free Throw.
Prairie View A&M;,Texas A&M;,41,56,32,28,0,John Brisco missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,41,56,32,28,0,Jules Montgomery Offensive Rebound.
Prairie View A&M;,Texas A&M;,43,56,32,32,1,Jules Montgomery made Jumper.
Prairie View A&M;,Texas A&M;,43,56,32,54,0,Jordan Green Turnover.
Prairie View A&M;,Texas A&M;,43,56,32,56,0,Jules Montgomery Steal.
Prairie View A&M;,Texas A&M;,46,56,32,59,1,Karim York made Three Point Jumper. Assisted by Tre Hagood.
Prairie View A&M;,Texas A&M;,46,56,33,21,0,Jordan Green Turnover.
Prairie View A&M;,Texas A&M;,46,56,33,23,0,Jules Montgomery Steal.
Prairie View A&M;,Texas A&M;,48,56,33,24,1,Jules Montgomery made Layup.
Prairie View A&M;,Texas A&M;,48,56,33,24,0,Foul on Jordan Green.
Prairie View A&M;,Texas A&M;,49,56,33,24,1,Jules Montgomery made Free Throw.
Prairie View A&M;,Texas A&M;,49,56,33,32,0,Antwan Space Turnover.
Prairie View A&M;,Texas A&M;,49,56,33,34,0,Tre Hagood Steal.
Prairie View A&M;,Texas A&M;,51,56,33,49,1,Jules Montgomery made Layup. Assisted by John Brisco.
Prairie View A&M;,Texas A&M;,51,56,33,50,0,Texas A&M;  Timeout
Prairie View A&M;,Texas A&M;,51,56,34,12,0,Foul on Jules Montgomery.
Prairie View A&M;,Texas A&M;,51,57,34,12,1,Antwan Space made Free Throw.
Prairie View A&M;,Texas A&M;,51,58,34,12,1,Antwan Space made Free Throw.
Prairie View A&M;,Texas A&M;,51,58,34,41,0,Tre Hagood missed Layup.
Prairie View A&M;,Texas A&M;,51,58,34,41,0,Antwan Space Block.
Prairie View A&M;,Texas A&M;,51,58,34,44,0,John Brisco Offensive Rebound.
Prairie View A&M;,Texas A&M;,53,58,34,47,1,John Brisco made Jumper.
Prairie View A&M;,Texas A&M;,53,58,35,6,0,Foul on Tre Hagood.
Prairie View A&M;,Texas A&M;,53,59,35,6,1,Antwan Space made Free Throw.
Prairie View A&M;,Texas A&M;,53,59,35,6,0,Antwan Space missed Free Throw.
Prairie View A&M;,Texas A&M;,53,59,35,6,0,Jules Montgomery Defensive Rebound.
Prairie View A&M;,Texas A&M;,53,59,35,18,0,Tre Hagood missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,53,59,35,18,0,Alex Caruso Defensive Rebound.
Prairie View A&M;,Texas A&M;,53,62,35,50,1,Alex Caruso made Three Point Jumper. Assisted by Fabyon Harris.
Prairie View A&M;,Texas A&M;,53,62,35,59,0,Foul on Antwan Space.
Prairie View A&M;,Texas A&M;,53,62,35,59,0,Demondre Chapman missed Free Throw.
Prairie View A&M;,Texas A&M;,53,62,35,59,0,Prairie View Deadball Team Rebound.
Prairie View A&M;,Texas A&M;,53,62,35,59,0,Demondre Chapman missed Free Throw.
Prairie View A&M;,Texas A&M;,53,62,35,59,0,Jamal Jones Defensive Rebound.
Prairie View A&M;,Texas A&M;,53,65,36,25,1,Fabyon Harris made Three Point Jumper. Assisted by Alex Caruso.
Prairie View A&M;,Texas A&M;,56,65,36,52,1,Montrael Scott made Three Point Jumper. Assisted by Hershey Robinson.
Prairie View A&M;,Texas A&M;,56,65,37,17,0,Foul on Montrael Scott.
Prairie View A&M;,Texas A&M;,56,65,37,17,0,Official TV Timeout
Prairie View A&M;,Texas A&M;,56,65,37,17,0,Alex Caruso missed Free Throw.
Prairie View A&M;,Texas A&M;,56,65,37,17,0,Demondre Chapman Defensive Rebound.
Prairie View A&M;,Texas A&M;,56,65,37,40,0,John Brisco missed Jumper.
Prairie View A&M;,Texas A&M;,56,65,37,40,0,Shawn Smith Defensive Rebound.
Prairie View A&M;,Texas A&M;,56,67,38,3,1,Jamal Jones made Dunk. Assisted by Fabyon Harris.
